Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment
PWPCX,10.78,2016/03/30,07:34 EDT,0.08,,,,,,,,,,,
FDRIHX,12.7191,2017/08/04,17:00 EDT,0.0944,,,,,,,,,,,
PEVCX,17.51,2017/08/04,17:17 EDT,0.13,,,,,,,,,,,
NEXTX,17.48,2017/08/04,17:02 EDT,0.13,,,,,,,,,,,
RMBFX,17.47,2017/08/04,17:30 EDT,0.13,,,,,,,,,,,
SUCCX,12.08,2015/10/15,18:45 EDT,0.09000015,,,,,,,,,,,
FQMLNX,12.0356,2017/08/04,17:00 EDT,0.0897,,,,,,,,,,,
SUCAX,12.07,2015/10/15,18:45 EDT,0.09000015,,,,,,,,,,,
FAMORX,10.4867,2016/12/29,20:01 EST,0.0782,,,,,,,,,,,
XBTOX,34.83,2017/08/04,17:12 EDT,0.26,,,,,,,,,,,
AGRBHX,11.8684,2017/08/04,17:14 EDT,0.089,,,,,,,,,,,
CGEMOX,10.1068,2016/12/30,20:01 EST,0.0758,,,,,,,,,,,
KDSAX,25.3,2017/08/04,17:44 EDT,0.19,,,,,,,,,,,
ACGQX,27.96,2017/08/04,17:36 EDT,0.21,,,,,,,,,,,
FSMLX,21.25,2017/08/04,17:37 EDT,0.16,,,,,,,,,,,
IVGSX,26.56,2017/08/04,17:38 EDT,0.2,,,,,,,,,,,
GBRAX,11.95,2015/10/23,18:45 EDT,0.09000015,,,,,,,,,,,
RYCDX,43.67,2017/08/04,17:23 EDT,-0.13,,,,,,,,,,,
HERFX,9.29,2017/08/04,17:18 EDT,0.07,,,,,,,,,,,
GBMLEX,10.5317,2017/03/30,20:01 EDT,0.0794,,,,,,,,,,,
FRHBPX,9.7477,2017/08/04,17:00 EDT,0.0735,0.0,0.0,0.0,0,,,,,,,
HERIX,9.28,2017/08/04,17:18 EDT,0.07,,,,,,,,,,,
RRRBX,19.87,2016/12/29,20:01 EST,0.15,,,,,,,,,,,
CLOIX,10.59,2017/08/04,17:16 EDT,0.08,,,,,,,,,,,
HAMGX,10.59,2017/08/04,17:34 EDT,0.08,,,,,,,,,,,
FSPAX,17.2,2017/08/03,20:00 EDT,0.13,,,,,,,,,,,
CSPPX,17.2,2017/08/03,20:00 EDT,0.13,,,,,,,,,,,
FDNERX,10.037,2017/08/04,17:00 EDT,0.0759,,,,,,,,,,,
FPGNQX,11.0141,2017/08/03,20:01 EDT,0.0833,,,,,,,,,,,
XTKFX,10.57,2017/08/04,16:56 EDT,0.08,,,,,,,,,,,
FMBRYX,11.9793,2014/10/17,20:01 EDT,0.0907,,,,,,,,,,,
EGPCX,10.55,2017/08/03,20:00 EDT,0.08,,,,,,,,,,,
VBFAAX,9.0411,2016/11/07,18:45 EST,0.0685997,,,,,,,,,,,
CFINGX,12.1766,2017/08/04,17:23 EDT,0.0924,,,,,,,,,,,
FSSFX,11.86,2017/08/04,17:20 EDT,0.0,,,,,,,,,,,
FPWEQX,6.139,2014/10/31,20:01 EDT,0.0467,,,,,,,,,,,
FOPAAX,12.2592,2017/08/04,17:14 EDT,0.0934,,,,,,,,,,,
FKEUOX,11.2988,2017/08/04,17:00 EDT,0.0861,,,,,,,,,,,
CCMZX,11.81,2016/05/23,06:15 EDT,0.09,,,,,,,,,,,
ACSTX,24.93,2017/08/04,17:13 EDT,0.19,,,,,,,,,,,
ACSDX,24.93,2017/08/04,17:13 EDT,0.19,,,,,,,,,,,
ACSRX,24.92,2017/08/04,17:13 EDT,0.19,,,,,,,,,,,
ACSHX,24.92,2017/08/04,17:13 EDT,0.19,,,,,,,,,,,
SBFAX,24.92,2017/08/04,17:16 EDT,0.19,,,,,,,,,,,
ICSFX,24.91,2017/08/04,17:13 EDT,0.19,,,,,,,,,,,
FOKEDX,11.4435,2017/08/04,17:00 EDT,0.0873,,,,,,,,,,,
FSCHX,166.41,2017/08/04,17:18 EDT,1.27,,,,,,,,,,,
BURCX,14.41,2016/06/30,20:00 EDT,0.11,,,,,,,,,,,
CUSHNX,10.0859,2016/12/30,20:01 EST,0.0772,,,,,,,,,,,
HDSVX,13.05,2017/08/04,17:16 EDT,0.1,,,,,,,,,,,
CLOCX,10.44,2017/08/04,17:16 EDT,0.08,,,,,,,,,,,
FIDETX,9.5102,2017/05/11,20:01 EDT,0.0729,,,,,,,,,,,
TGFRX,22.15,2017/08/04,17:20 EDT,0.17,,,,,,,,,,,
BMPIX,63.84,2017/08/04,17:44 EDT,0.49,,,,,,,,,,,
PQIBX,9.11,2016/01/21,18:45 EST,0.069999695,,,,,,,,,,,
FIZTBX,6.9728,2015/07/22,20:01 EDT,0.0536,,,,,,,,,,,
FNRAEX,1170.31,2017/08/04,17:00 EDT,-8.0,,,,,,,,,,,
TWOCX,13.0,2017/07/27,20:01 EDT,0.1,,,,,,,,,,,
IBGDBX,10.0619,2017/08/04,17:26 EDT,0.0775,,,,,,,,,,,
SMDSLX,9.6662,2017/08/03,20:01 EDT,0.0745,,,,,,,,,,,
VBLIX,14.17,2017/08/04,17:48 EDT,-0.1,,,,,,,,,,,
KDSIX,25.94,2017/08/04,17:44 EDT,0.2,,,,,,,,,,,
ESFAX,10.36,2017/08/03,20:00 EDT,0.08,,,,,,,,,,,
HICGX,21.95,2017/08/04,17:16 EDT,0.17,,,,,,,,,,,
BSCVX,14.2,2017/08/04,17:30 EDT,0.11,,,,,,,,,,,
SMADBX,10.233,2015/07/29,20:01 EDT,0.0794,,,,,,,,,,,
BRCAGX,12.8172,2017/08/04,17:14 EDT,0.0995,,,,,,,,,,,
FSCTX,25.71,2017/08/04,17:19 EDT,-0.01,,,,,,,,,,,
BMFIX,15.43,2016/07/01,02:33 EDT,0.12,,,,,,,,,,,
EPLAX,9.0,2015/11/20,18:45 EST,0.069999695,,,,,,,,,,,
EPWIX,9.0,2015/11/20,18:45 EST,0.069999695,,,,,,,,,,,
FWALEX,10.1531,2017/03/03,20:01 EST,0.079,,,,,,,,,,,
CTZIGX,6.3549,2016/12/30,20:01 EST,0.0495,,,,,,,,,,,
GMRVX,8.98,2017/08/03,20:00 EDT,0.07,,,,,,,,,,,
BURFX,15.37,2016/06/30,20:00 EDT,0.12,,,,,,,,,,,
FTEZX,19.18,2016/12/27,18:25 EST,0.15,,,,,,,,,,,
FICGX,11.5,2017/08/04,17:44 EDT,0.09,,,,,,,,,,,
FSAVX,35.77,2017/08/04,17:19 EDT,0.28,,,,,,,,,,,
GTPAHX,14.5565,2017/08/04,17:14 EDT,0.114,,,,,,,,,,,
ROFCX,11.49,2017/08/04,17:08 EDT,0.09,,,,,,,,,,,
TSLTX,11.49,2017/08/04,17:34 EDT,0.09,,,,,,,,,,,
ADBYX,12.76,2015/10/23,18:45 EDT,0.10000038,,,,,,,,,,,
FCPSX,16.58,2017/08/03,20:00 EDT,0.13,,,,,,,,,,,
SMDFFX,10.4138,2017/08/03,20:01 EDT,0.0817,,,,,,,,,,,
FLCVX,15.2598,2016/05/27,05:01 EDT,0.1198,,,,,,,,,,,
ADABX,12.73,2015/10/23,18:45 EDT,0.09999943,,,,,,,,,,,
FPIWDX,6.8719,2015/06/29,20:01 EDT,0.054,,,,,,,,,,,
PVEYX,21.63,2017/08/04,17:17 EDT,0.17,,,,,,,,,,,
KDSCX,20.35,2017/08/04,17:44 EDT,0.16,,,,,,,,,,,
FSRBX,33.06,2017/08/04,17:19 EDT,0.26,,,,,,,,,,,
OGGFX,16.51,2017/08/04,17:45 EDT,0.13,,,,,,,,,,,
GBRCX,11.43,2015/10/23,18:45 EDT,0.09000015,,,,,,,,,,,
PHPSX,22.76,2017/08/04,17:44 EDT,-0.09,,,,,,,,,,,
TASOX,11.42,2017/08/04,17:34 EDT,0.09,,,,,,,,,,,
FPOACX,10.9113,2014/10/03,20:01 EDT,0.086,,,,,,,,,,,
TCPSX,22.71,2017/08/04,17:43 EDT,0.18,,,,,,,,,,,
AOFCX,12.57,2017/08/04,16:57 EDT,-0.03,,,,,,,,,,,
DBLDX,10.01,2017/08/04,17:47 EDT,-0.07,,,,,,,,,,,
PAMVX,11.33,2017/08/04,17:19 EDT,0.09,,,,,,,,,,,
DLLDX,10.0,2017/08/04,17:47 EDT,-0.07,,,,,,,,,,,
EKBBX,10.07,2017/05/05,20:00 EDT,0.08,,,,,,,,,,,
ILCPSX,10.8237,2017/08/04,17:26 EDT,0.086,,,,,,,,,,,
FVIKGX,7.0404,2016/12/29,20:01 EST,0.056,,,,,,,,,,,
RMBIX,17.6,2017/08/04,17:30 EDT,0.14,,,,,,,,,,,
HFCGX,21.36,2017/08/04,17:16 EDT,0.17,,,,,,,,,,,
DXMAX,29.91,2017/08/04,17:16 EDT,-0.15,,,,,,,,,,,
PQDRX,5.01,2016/01/21,18:45 EST,0.04000044,,,,,,,,,,,
USCOX,10.01,2017/08/04,17:05 EDT,0.08,,,,,,,,,,,
FSCDX,27.5,2017/08/04,17:19 EDT,0.0,,,,,,,,,,,
RGHIX,13.75,2016/06/06,06:40 EDT,0.11,,,,,,,,,,,
HJSIX,13.78,2017/08/04,17:16 EDT,0.03,,,,,,,,,,,
FVHKWX,8.3709,2015/04/20,20:01 EDT,0.067,,,,,,,,,,,
FAPQNX,9.0119,2017/08/04,17:00 EDT,0.0722,,,,,,,,,,,
PMVCX,9.98,2017/08/04,17:20 EDT,0.08,,,,,,,,,,,
VSCCX,17.44,2017/08/04,17:44 EDT,0.14,,,,,,,,,,,
FIDCX,18.68,2017/08/04,17:20 EDT,0.15,,,,,,,,,,,
FIDBX,18.65,2017/08/04,17:20 EDT,0.15,,,,,,,,,,,
STCSX,23.62,2015/10/23,20:00 EDT,0.19,,,,,,,,,,,
FSPEX,17.4,2017/08/03,20:00 EDT,0.14,,,,,,,,,,,
AEMVX,21.12,2017/08/04,17:17 EDT,0.17,,,,,,,,,,,
FSPPX,33.52,2017/08/03,20:00 EDT,0.27,,,,,,,,,,,
FUAHDX,1174.46,2017/08/04,17:00 EDT,-7.12,,,,,,,,,,,
SMADAX,10.3815,2015/03/30,20:01 EDT,0.0837,,,,,,,,,,,
AEMZX,21.08,2017/08/04,17:17 EDT,0.17,,,,,,,,,,,
SWXJX,11.16,2017/08/03,20:01 EDT,0.09,,,,,,,,,,,
FSLAX,35.96,2017/08/03,20:00 EDT,0.29,,,,,,,,,,,
IEMEX,11.14,2017/05/09,20:00 EDT,0.09,,,,,,,,,,,
FSZPX,32.17,2017/08/03,20:00 EDT,0.26,,,,,,,,,,,
FSPDX,34.64,2017/08/03,20:00 EDT,0.28,,,,,,,,,,,
FENLIX,12.8291,2017/08/04,17:00 EDT,0.1037,,,,,,,,,,,
CANRX,12.37,2017/08/04,17:30 EDT,0.1,,,,,,,,,,,
CAERX,12.37,2017/08/04,17:30 EDT,0.1,,,,,,,,,,,
FRBAX,25.97,2017/08/04,17:15 EDT,0.21,,,,,,,,,,,
JRBFX,25.97,2017/08/04,17:15 EDT,0.21,,,,,,,,,,,
SMMSDX,10.7425,2016/12/29,20:01 EST,0.0869,,,,,,,,,,,
FGHTLX,15.663,2014/10/03,20:01 EDT,0.1268,,,,,,,,,,,
FQWHNX,8.6185,2016/09/02,18:45 EDT,0.06979942,,,,,,,,,,,
WVECX,8.64,2016/04/05,15:23 EDT,0.07,,,,,,,,,,,
FRBCX,24.68,2017/08/04,17:15 EDT,0.2,,,,,,,,,,,
FOMPQX,11.3034,2017/08/04,17:00 EDT,0.0916,,,,,,,,,,,
FENWBX,10.7805,2017/08/03,20:01 EDT,0.0876,,,,,,,,,,,
SMGPAX,10.3155,2015/07/28,20:01 EDT,0.0839,,,,,,,,,,,
KDSSX,25.79,2017/08/04,17:44 EDT,0.21,,,,,,,,,,,
FKANAX,11.398,2017/08/04,17:00 EDT,0.0929,,,,,,,,,,,
NDVIX,14.72,2017/08/04,17:46 EDT,0.12,,,,,,,,,,,
TSSEJX,9.1356,2017/05/01,20:01 EDT,0.0745,,,,,,,,,,,
CPHRX,12.26,2017/08/04,17:30 EDT,0.1,,,,,,,,,,,
JSGZX,14.68,2017/08/04,17:45 EDT,0.12,,,,,,,,,,,
JGSMX,17.08,2017/08/04,17:45 EDT,0.14,,,,,,,,,,,
MIDSX,1.2,2017/08/04,17:16 EDT,-0.02,,,,,,,,,,,
NDVAX,14.63,2017/08/04,17:46 EDT,0.12,,,,,,,,,,,
PESCX,9.74,2016/12/30,20:01 EST,0.08,,,,,,,,,,,
FZELLX,9.9069,2016/09/02,18:45 EDT,0.08140087,,,,,,,,,,,
MRSCX,18.25,2017/06/07,20:00 EDT,0.15,,,,,,,,,,,
CENPQX,5.6207,2016/12/30,20:01 EST,0.0462,,,,,,,,,,,
PISCX,9.73,2016/12/30,20:01 EST,0.08,,,,,,,,,,,
DXMIX,30.24,2017/08/04,17:16 EDT,-0.16,,,,,,,,,,,
FCLSPX,12.2164,2014/10/03,20:01 EDT,0.1005,,,,,,,,,,,
PWPIX,10.94,2016/03/30,07:34 EDT,0.09,,,,,,,,,,,
CGMCX,12.15,2017/08/04,17:30 EDT,0.1,,,,,,,,,,,
GBRIX,12.14,2015/10/23,18:45 EDT,0.10000038,,,,,,,,,,,
AMRNKX,9.7388,2017/08/04,17:14 EDT,0.0803,0.0,0.0,0.0,0,,,,,,,
IENAX,23.02,2017/08/04,17:32 EDT,0.19,,,,,,,,,,,
FRZVLX,9.5334,2015/09/09,20:01 EDT,0.0787,,,,,,,,,,,
FOWLHX,10.3166,2015/03/02,20:01 EST,0.0852,,,,,,,,,,,
HRSFX,4.84,2017/08/04,17:38 EDT,0.04,,,,,,,,,,,
FNLPQX,11.5095,2017/05/12,20:01 EDT,0.0952,,,,,,,,,,,
FPHGZX,11.4337,2017/03/03,20:01 EST,0.0946,,,,,,,,,,,
LMCKX,8.44,2017/08/04,17:16 EDT,0.07,,,,,,,,,,,
BPEIX,18.07,2017/08/04,17:16 EDT,0.15,,,,,,,,,,,
JFIFX,20.45,2017/08/04,17:20 EDT,0.17,,,,,,,,,,,
WWWEX,6.01,2017/08/03,20:00 EDT,0.05,,,,,,,,,,,
MOFQX,9.61,2017/08/04,17:16 EDT,0.08,,,,,,,,,,,
FSOYAX,10.1119,2014/11/19,20:01 EST,0.0842,,,,,,,,,,,
BPEAX,17.96,2017/08/04,17:16 EDT,0.15,,,,,,,,,,,
MHFIX,8.37,2017/08/03,20:01 EDT,0.07,,,,,,,,,,,
EGPAX,10.75,2017/08/03,20:00 EDT,0.09,,,,,,,,,,,
SOPFX,47.75,2015/10/23,18:45 EDT,0.40000153,,,,,,,,,,,
VASMX,16.71,2017/08/04,16:41 EDT,0.14,,,,,,,,,,,
SILBX,10.73,2017/01/24,20:00 EST,0.09,,,,,,,,,,,
FLCRX,15.2782,2016/05/27,05:01 EDT,0.1282,,,,,,,,,,,
FLVAX,15.3794,2016/05/27,05:01 EDT,0.1294,,,,,,,,,,,
FNPIX,20.16,2017/08/04,17:43 EDT,0.17,,,,,,,,,,,
MHFAX,8.3,2017/08/03,20:01 EDT,0.07,,,,,,,,,,,
IENIX,23.69,2017/08/04,17:32 EDT,0.2,,,,,,,,,,,
NDVRX,14.21,2017/08/04,17:46 EDT,0.12,,,,,,,,,,,
BPECX,17.75,2017/08/04,17:16 EDT,0.15,,,,,,,,,,,
NDVBX,14.2,2017/08/04,17:46 EDT,0.12,,,,,,,,,,,
NAPBX,59.16,2017/05/09,20:00 EDT,0.5,,,,,,,,,,,
FCRKLX,10.2904,2017/05/11,20:01 EDT,0.087,,,,,,,,,,,
VSCOX,22.45,2017/08/04,17:44 EDT,0.19,,,,,,,,,,,
FAOGNX,9.2345,2014/10/03,20:01 EDT,0.0783,,,,,,,,,,,
HGDAIX,9.3,2016/01/15,20:01 EST,0.079,,,,,,,,,,,
SGGBX,28.23,2016/12/29,20:01 EST,0.24,,,,,,,,,,,
FWASRX,10.1264,2017/01/06,20:01 EST,0.0861,,,,,,,,,,,
CEGRX,8.23,2017/08/03,20:00 EDT,0.07,,,,,,,,,,,
FWYORX,9.7297,2017/01/27,20:01 EST,0.0828,,,,,,,,,,,
SMCBX,11.74,2016/12/29,20:01 EST,0.1,,,,,,,,,,,
DBIBX,7.03,2016/12/29,20:00 EST,0.06,,,,,,,,,,,
FLONGX,11.1241,2017/08/04,17:00 EDT,0.095,,,,,,,,,,,
ANGLLX,10.3474,2017/02/02,20:01 EST,0.0884,,,,,,,,,,,
FSTUBX,9.127,2015/10/08,20:01 EDT,0.0782,,,,,,,,,,,
FAMDX,17.47,2017/08/04,16:25 EDT,0.15,,,,,,,,,,,
FKIDEX,13.4178,2017/08/04,17:00 EDT,0.1153,,,,,,,,,,,
FBOCMX,10.167,2017/08/04,17:00 EDT,0.0874,0.0,0.0,0.0,0,,,,,,,
JGRQX,15.12,2017/08/04,17:45 EDT,0.13,0.0,0.0,0.0,0,,,,,,,
GSOFX,23.25,2017/08/03,20:00 EDT,0.2,,,,,,,,,,,
ASDAEX,11.527,2017/08/04,17:14 EDT,-0.0497,,,,,,,,,,,
FNDHWX,9.4853,2016/05/19,20:01 EDT,0.0817,,,,,,,,,,,
SCAPX,39.42,2017/08/04,17:39 EDT,0.34,,,,,,,,,,,
FNCARX,9.3553,2017/08/04,17:00 EDT,0.0807,,,,,,,,,,,
FREUKX,7.2698,2015/02/13,20:01 EST,0.0628,,,,,,,,,,,
FELKRX,10.9719,2014/10/03,20:01 EDT,0.0948,,,,,,,,,,,
IENYX,23.12,2017/08/04,17:33 EDT,0.2,,,,,,,,,,,
DRXIX,9.24,2017/08/03,20:00 EDT,0.08,,,,,,,,,,,
FGWALX,9.8738,2017/02/03,20:01 EST,0.0855,,,,,,,,,,,
FMFGX,12.69,2015/08/05,20:00 EDT,0.11,,,,,,,,,,,
NVSAIX,10.3962,2017/08/04,16:44 EDT,0.0904,,,,,,,,,,,
IEFCX,19.55,2017/08/04,17:32 EDT,0.17,,,,,,,,,,,
FMFDX,12.62,2015/08/05,20:00 EDT,0.11,,,,,,,,,,,
FBAGHX,11.6741,2016/12/29,20:01 EST,0.1021,,,,,,,,,,,
FTOWRX,9.935,2014/10/03,20:01 EDT,0.0869,,,,,,,,,,,
MHFCX,8.0,2017/08/03,20:01 EDT,0.07,,,,,,,,,,,
CCALX,47.16,2017/08/04,17:02 EDT,0.33,,,,,,,,,,,
ASTBX,6.85,2015/10/15,18:45 EDT,0.059999943,,,,,,,,,,,
FVEBDX,9.7836,2017/03/03,20:01 EST,0.0857,,,,,,,,,,,
QBNAX,30.78,2017/08/04,17:13 EDT,0.27,,,,,,,,,,,
FYGONX,12.7098,2017/08/04,17:00 EDT,0.1116,,,,,,,,,,,
FHESVX,10.3721,2017/02/03,20:01 EST,0.0911,,,,,,,,,,,
ACESJX,8.1816,2016/02/12,20:01 EST,0.0721,,,,,,,,,,,
NDVUX,14.75,2017/08/04,17:46 EDT,0.13,,,,,,,,,,,
FMEKAX,9.1562,2017/02/03,20:01 EST,0.0809,,,,,,,,,,,
CCNTX,7.91,2015/10/09,19:36 EDT,0.069999695,,,,,,,,,,,
NDVTX,14.68,2017/08/04,17:46 EDT,0.13,,,,,,,,,,,
IENSX,23.7,2017/08/04,17:32 EDT,0.21,,,,,,,,,,,
DGSMX,12.4,2017/08/04,17:34 EDT,0.11,,,,,,,,,,,
FKCTRX,9.998,2015/04/23,20:01 EDT,0.0887,,,,,,,,,,,
HLCIX,12.39,2017/08/04,17:30 EDT,0.11,,,,,,,,,,,
EBCIX,7.88,2017/08/03,20:00 EDT,0.07,,,,,,,,,,,
ANSCX,6.75,2017/08/03,20:00 EDT,0.06,,,,,,,,,,,
HLCAX,12.35,2017/08/04,17:30 EDT,0.11,,,,,,,,,,,
WFPNX,15.68,2015/10/23,18:45 EDT,0.14000034,,,,,,,,,,,
BIAOX,24.6804,2015/10/23,20:00 EDT,0.2204,,,,,,,,,,,
ICTZX,7.83,2015/09/25,20:00 EDT,0.07,,,,,,,,,,,
INWMHX,9.9773,2015/07/09,20:01 EDT,0.0893,,,,,,,,,,,
BRSHX,12.29,2017/08/04,17:46 EDT,0.11,,,,,,,,,,,
BRSWX,12.28,2017/08/04,17:46 EDT,0.11,,,,,,,,,,,
FOEYBX,9.7904,2017/08/04,17:00 EDT,0.0878,,,,,,,,,,,
SCSKX,17.84,2017/01/24,20:00 EST,0.16,,,,,,,,,,,
PHLCX,34.55,2017/08/04,17:19 EDT,0.31,,,,,,,,,,,
FNOLBX,8.6358,2015/08/11,20:01 EDT,0.0775,,,,,,,,,,,
SMADCX,11.6905,2015/12/07,20:01 EST,0.105,,,,,,,,,,,
CGILX,11.13,2017/08/03,20:00 EDT,0.1,,,,,,,,,,,
CGIVX,11.13,2017/08/03,20:00 EDT,0.1,,,,,,,,,,,
HLCCX,12.23,2017/08/04,17:30 EDT,0.11,,,,,,,,,,,
FSENGX,9.0929,2017/02/03,20:01 EST,0.0818,,,,,,,,,,,
NVAHBX,12.9615,2017/08/04,16:44 EDT,0.1169,,,,,,,,,,,
ICOCX,7.74,2015/09/25,20:00 EDT,0.07,,,,,,,,,,,
SMRRBX,7.6928,2016/12/29,20:01 EST,0.0696,,,,,,,,,,,
SGROX,46.21,2015/10/23,18:45 EDT,0.41999817,,,,,,,,,,,
FSLANX,8.8593,2014/10/03,20:01 EDT,0.0807,,,,,,,,,,,
USBNX,26.31,2017/08/04,17:13 EDT,0.24,,,,,,,,,,,
CENPWX,9.9539,2017/08/04,17:23 EDT,0.0908,0.0,0.0,0.0,0,,,,,,,
HLFNX,20.82,2017/08/04,17:16 EDT,0.19,,,,,,,,,,,
ENOPBX,4.8979,2016/02/16,20:01 EST,0.0447,,,,,,,,,,,
FPRNDX,9.6092,2015/01/14,20:01 EST,0.0877,,,,,,,,,,,
ATDCX,16.43,2017/08/04,17:13 EDT,0.15,,,,,,,,,,,
ABAAX,13.13,2016/12/27,20:00 EST,0.12,,,,,,,,,,,
FMAWJX,8.8266,2015/07/17,20:01 EDT,0.0807,,,,,,,,,,,
PJHRX,43.75,2017/08/04,17:19 EDT,0.4,,,,,,,,,,,
ACBIX,13.1,2016/12/27,20:00 EST,0.12,,,,,,,,,,,
AOBAX,13.1,2016/12/27,20:00 EST,0.12,,,,,,,,,,,
FAMFX,17.43,2017/08/04,16:25 EDT,0.16,,,,,,,,,,,
XZZYX,8.1563,2017/08/03,20:01 EDT,0.0749,,,,,,,,,,,
ABAFX,13.05,2016/12/27,20:00 EST,0.12,,,,,,,,,,,
BFFAIX,10.0966,2016/01/15,20:01 EST,0.0931,,,,,,,,,,,
HFGAX,27.09,2017/06/02,20:00 EDT,0.25,,,,,,,,,,,
FEAVJX,12.8834,2017/04/06,20:01 EDT,0.1189,,,,,,,,,,,
FPBRKX,9.9106,2014/12/04,20:01 EST,0.0915,,,,,,,,,,,
FCIREX,8.6274,2016/12/29,20:01 EST,0.0797,,,,,,,,,,,
PHLAX,44.38,2017/08/04,17:19 EDT,0.41,,,,,,,,,,,
XSRFX,9.74,2017/08/04,17:16 EDT,0.09,,,,,,,,,,,
HFGCX,22.71,2017/06/02,20:00 EDT,0.21,,,,,,,,,,,
FQKSZX,10.2992,2017/08/04,17:00 EDT,0.0953,0.0,0.0,0.0,0,,,,,,,
FGHDSX,9.6575,2017/05/11,20:01 EDT,0.0894,,,,,,,,,,,
FCMRX,10.6385,2015/08/27,18:25 EDT,0.09850025,,,,,,,,,,,
PHLQX,48.59,2017/08/04,17:19 EDT,0.45,,,,,,,,,,,
FMRETX,9.0877,2015/09/09,20:01 EDT,0.0842,,,,,,,,,,,
IMFAX,14.03,2016/12/05,20:00 EST,0.13,,,,,,,,,,,
FLEVHX,11.7411,2017/04/06,20:01 EDT,0.1088,,,,,,,,,,,
SUHBX,24.81,2016/12/29,20:01 EST,0.23,,,,,,,,,,,
PHSZX,48.52,2017/08/04,17:19 EDT,0.45,,,,,,,,,,,
FMRVX,10.8103,2015/08/27,18:25 EDT,0.100299835,,,,,,,,,,,
LMIYX,18.3,2017/08/03,20:00 EDT,0.17,,,,,,,,,,,
ALAMX,12.9,2017/08/04,17:13 EDT,0.12,,,,,,,,,,,
HFGIX,27.91,2017/06/02,20:00 EDT,0.26,,,,,,,,,,,
HFGRX,27.91,2017/06/02,20:00 EDT,0.26,,,,,,,,,,,
ASDAGX,10.3064,2017/08/04,17:14 EDT,-0.0386,,,,,,,,,,,
RISNX,7.49,2017/08/03,20:01 EDT,0.07,,,,,,,,,,,
GEIRX,13.89,2016/11/29,20:00 EST,0.13,,,,,,,,,,,
VLGIX,32.84,2017/08/04,17:48 EDT,-0.28,,,,,,,,,,,
FMRAX,10.7406,2015/08/27,18:25 EDT,0.10059929,,,,,,,,,,,
NQFNAX,11.6656,2015/07/10,20:01 EDT,0.1093,,,,,,,,,,,
FSOARX,8.5485,2014/10/03,20:01 EDT,0.0801,,,,,,,,,,,
CBCHDX,9.9561,2016/12/30,20:01 EST,0.0933,,,,,,,,,,,
ZVGIX,14.86,2017/08/04,17:16 EDT,-0.06,,,,,,,,,,,
CONPEX,9.8424,2017/08/04,17:23 EDT,0.0924,,,,,,,,,,,
UGPSX,14.91,2017/08/04,17:20 EDT,0.14,,,,,,,,,,,
FKSHGX,10.9762,2016/12/29,20:01 EST,0.1033,,,,,,,,,,,
FPMANX,9.9812,2017/02/03,20:01 EST,0.094,,,,,,,,,,,
AEKBX,8.49,2015/10/15,18:45 EDT,0.07999992,,,,,,,,,,,
DFCIX,18.36,2017/08/04,17:27 EDT,0.32,,,,,,,,,,,
FNIONX,11.1303,2014/10/22,20:01 EDT,0.1051,,,,,,,,,,,
HNVIX,29.63,2017/08/04,17:42 EDT,0.28,,,,,,,,,,,
FSBTHX,8.8676,2017/02/03,20:01 EST,0.0838,,,,,,,,,,,
SBLBX,27.51,2015/12/15,18:45 EST,0.26000023,,,,,,,,,,,
RYCNX,47.61,2017/08/04,16:49 EDT,0.45,,,,,,,,,,,
ATDFX,20.08,2017/08/04,17:13 EDT,0.19,,,,,,,,,,,
FTHWQX,9.9929,2017/08/03,20:01 EDT,0.0947,,,,,,,,,,,
HMCSX,8.43,2017/08/04,17:18 EDT,0.08,,,,,,,,,,,
CSVYX,44.14,2017/08/04,17:30 EDT,0.42,,,,,,,,,,,
CUURX,45.18,2017/08/04,17:30 EDT,0.43,,,,,,,,,,,
CVVRX,45.18,2017/08/04,17:30 EDT,0.43,,,,,,,,,,,
FHINKX,9.2726,2015/10/08,20:01 EDT,0.0883,,,,,,,,,,,
ELKWBX,10.80039,2017/08/03,20:01 EDT,0.10292,,,,,,,,,,,
SENTX,43.02,2015/10/23,18:45 EDT,0.40999985,,,,,,,,,,,
OCHIX,14.66,2017/08/04,17:30 EDT,0.14,,,,,,,,,,,
NVAHAX,10.6384,2017/08/04,16:44 EDT,0.1016,,,,,,,,,,,
CSCZX,43.95,2017/08/04,17:30 EDT,0.42,,,,,,,,,,,
CSMIX,39.75,2017/08/04,17:30 EDT,0.38,,,,,,,,,,,
CSVRX,39.73,2017/08/04,17:30 EDT,0.38,,,,,,,,,,,
CSPIAX,8.2059,2016/12/30,20:01 EST,0.0785,,,,,,,,,,,
FKDRVX,7.6404,2014/06/25,20:01 EDT,0.0731,,,,,,,,,,,
VLGSX,25.87,2017/08/04,17:48 EDT,-0.23,,,,,,,,,,,
PLGDX,6.25,2017/08/03,20:01 EDT,0.06,,,,,,,,,,,
PLGBX,6.25,2017/08/03,20:00 EDT,0.06,,,,,,,,,,,
PFGCX,6.25,2017/08/03,20:00 EDT,0.06,,,,,,,,,,,
PLTPX,6.25,2017/08/03,20:00 EDT,0.06,,,,,,,,,,,
PGOVX,6.25,2017/08/03,20:00 EDT,0.06,,,,,,,,,,,
