Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment
PFGAX,6.25,2017/08/03,20:00 EDT,0.06,,,,,,,,,,,
FDAILX,1191.42,2017/08/04,17:00 EDT,-7.61,,,,,,,,,,,
FJANGX,9.3104,2015/09/09,20:01 EDT,0.0895,,,,,,,,,,,
RYRLX,116.33,2017/08/04,17:23 EDT,1.12,,,,,,,,,,,
BRSUX,12.46,2017/08/04,17:46 EDT,0.12,,,,,,,,,,,
BRSJX,12.46,2017/08/04,17:46 EDT,0.12,,,,,,,,,,,
BRSTX,12.44,2017/08/04,17:46 EDT,0.12,,,,,,,,,,,
BRSDX,12.42,2017/08/04,17:46 EDT,0.12,,,,,,,,,,,
IIRBX,8.28,2017/05/09,20:00 EDT,0.08,,,,,,,,,,,
FQNUEX,8.3695,2016/04/08,20:01 EDT,0.0809,,,,,,,,,,,
FNHROX,12.8572,2017/08/04,17:00 EDT,0.1245,,,,,,,,,,,
SGRBX,15.46,2016/07/06,05:20 EDT,0.15,,,,,,,,,,,
VUSTX,12.24,2017/08/04,17:48 EDT,-0.11,,,,,,,,,,,
RYRUX,127.57,2017/08/04,17:23 EDT,1.24,,,,,,,,,,,
FMPFX,26.72,2017/08/04,17:31 EDT,0.26,,,,,,,,,,,
ATDBX,16.42,2017/08/04,17:13 EDT,0.16,,,,,,,,,,,
AAMKJX,8.5172,2016/02/16,20:01 EST,0.083,,,,,,,,,,,
ADNIX,13.48,2017/08/04,17:49 EDT,0.14,,,,,,,,,,,
FMPCX,18.46,2017/08/04,17:31 EDT,0.18,,,,,,,,,,,
FEWLNX,13.0108,2017/07/07,20:01 EDT,0.1269,,,,,,,,,,,
HRVIX,29.73,2017/08/04,17:42 EDT,0.29,,,,,,,,,,,
BRSBX,12.3,2017/08/04,17:46 EDT,0.12,,,,,,,,,,,
BRSPX,12.3,2017/08/04,17:46 EDT,0.12,,,,,,,,,,,
FKUPBX,9.2143,2016/02/19,20:01 EST,0.0899,,,,,,,,,,,
ADNPX,13.45,2017/08/04,17:49 EDT,0.13,,,,,,,,,,,
AMRHX,5.11,2017/08/03,20:00 EDT,0.05,,,,,,,,,,,
CSCSX,31.0136,2015/11/25,18:45 EST,0.3036003,,,,,,,,,,,
QGRPDX,9.5032,2016/06/17,20:01 EDT,0.0931,,,,,,,,,,,
FGSERX,9.9164,2017/08/03,20:01 EDT,0.0972,,,,,,,,,,,
FRVEDX,9.8739,2015/10/08,20:01 EDT,0.0968,,,,,,,,,,,
MBPCX,0.0,1969/12/31,19:00 EST,0.15999985,,,,,,,,,,,
PGISX,32.57,2017/08/04,17:20 EDT,0.32,,,,,,,,,,,
FTIWHX,11.8201,2014/09/09,20:01 EDT,0.1162,,,,,,,,,,,
CFRDEX,9.327,2016/12/30,20:01 EST,0.0918,,,,,,,,,,,
PGSCX,18.28,2017/08/04,17:20 EDT,0.18,,,,,,,,,,,
FJQDAX,13.7551,2017/08/04,17:00 EDT,0.1356,,,,,,,,,,,
FEBYMX,8.7649,2016/09/02,18:45 EDT,0.08650017,,,,,,,,,,,
FRANUX,8.758,2017/07/07,20:01 EDT,0.0865,,,,,,,,,,,
AGWAX,13.11,2016/12/27,20:00 EST,0.13,,,,,,,,,,,
ATDRX,18.15,2017/08/04,17:13 EDT,0.18,,,,,,,,,,,
FALLNX,9.0037,2015/08/03,20:01 EDT,0.0893,,,,,,,,,,,
AGIIX,13.1,2016/12/27,20:00 EST,0.13,,,,,,,,,,,
AOIAX,13.07,2016/12/27,20:00 EST,0.13,,,,,,,,,,,
UAPIX,51.26,2017/08/04,17:42 EDT,0.51,,,,,,,,,,,
FELUAX,10.4525,2017/02/03,20:01 EST,0.104,,,,,,,,,,,
FQDRBX,7.3663,2014/12/03,20:01 EST,0.0733,,,,,,,,,,,
FRMPX,23.08,2017/08/04,17:31 EDT,0.23,,,,,,,,,,,
ARMAX,14.01,2017/08/04,17:43 EDT,0.14,,,,,,,,,,,
RYYCX,22.0,2017/08/04,16:49 EDT,0.22,,,,,,,,,,,
ACAGX,12.0,2016/12/27,20:00 EST,0.12,,,,,,,,,,,
FZLNSX,11.8232,2017/08/04,17:00 EDT,0.1186,,,,,,,,,,,
FTUICX,10.0849,2017/02/03,20:01 EST,0.1012,,,,,,,,,,,
STRFX,48.81,2015/10/23,20:00 EDT,0.49,,,,,,,,,,,
KGLAX,5.96,2017/08/03,20:00 EDT,0.06,,,,,,,,,,,
FOTYGX,9.6749,2017/08/04,17:00 EDT,0.0975,0.0,0.0,0.0,0,,,,,,,
FLUKOX,5.5597,2016/08/25,20:01 EDT,0.0561,,,,,,,,,,,
AAGRX,12.87,2016/12/27,20:00 EST,0.13,,,,,,,,,,,
FNUVTX,8.467,2016/09/02,18:45 EDT,0.0855999,,,,,,,,,,,
FPKERX,10.4274,2017/08/04,17:00 EDT,0.0196,0.0,0.0,0.0,0,,,,,,,
FPRWIX,10.4057,2017/05/11,20:01 EDT,0.1053,,,,,,,,,,,
FTLTX,8.81,2017/08/04,17:20 EDT,-0.08,,,,,,,,,,,
FFTTX,8.81,2017/08/04,17:20 EDT,-0.08,,,,,,,,,,,
WTMIX,18.73,2017/08/04,17:05 EDT,0.19,,,,,,,,,,,
FJAKEX,7.925,2015/07/08,20:01 EDT,0.0808,,,,,,,,,,,
FTNSLX,11.7479,2011/09/16,20:01 EDT,0.1198,,,,,,,,,,,
FBDELX,8.8692,2015/10/08,20:01 EDT,0.0906,,,,,,,,,,,
FOSIYX,9.242,2015/09/09,20:01 EDT,0.0945,,,,,,,,,,,
RYSVX,25.38,2017/08/04,16:49 EDT,0.26,,,,,,,,,,,
FLEMJX,8.4584,2015/01/12,20:01 EST,0.0867,,,,,,,,,,,
IAACUX,7.08536,2016/12/29,20:01 EST,0.07265997,,,,,,,,,,,
WENBX,37.96,2017/01/24,20:01 EST,0.39,,,,,,,,,,,
AGRRX,12.65,2016/12/27,20:00 EST,0.13,,,,,,,,,,,
CRZNX,18.46,2017/08/04,17:16 EDT,0.19,,,,,,,,,,,
FWONCX,8.0278,2017/02/03,20:01 EST,0.0827,,,,,,,,,,,
FOALCX,13.6023,2017/02/03,20:01 EST,0.1405,,,,,,,,,,,
BSVIX,15.45,2017/08/04,17:16 EDT,0.16,,,,,,,,,,,
FPEARX,9.284,2016/12/29,20:01 EST,0.0964,,,,,,,,,,,
FAUQVX,9.0439,2014/10/03,20:01 EDT,0.094,,,,,,,,,,,
FSMAIX,9.8646,2016/09/06,20:01 EDT,0.1028,,,,,,,,,,,
RGLIX,14.37,2017/08/04,17:43 EDT,0.15,,,,,,,,,,,
FHMYJX,11.8525,2017/08/04,17:00 EDT,0.1238,,,,,,,,,,,
FPRTDX,11.0729,2016/12/29,20:01 EST,0.1157,,,,,,,,,,,
ICWIX,4.78,2017/08/04,17:12 EDT,0.05,,,,,,,,,,,
RYIZX,53.92,2017/08/04,17:23 EDT,-0.56,,,,,,,,,,,
ADNYX,13.47,2017/08/04,17:49 EDT,0.13,,,,,,,,,,,
ACAIX,12.38,2016/12/27,20:00 EST,0.13,,,,,,,,,,,
KGLCX,5.71,2017/08/03,20:00 EDT,0.06,,,,,,,,,,,
FEOUWX,9.7626,2015/03/18,20:01 EDT,0.103,,,,,,,,,,,
ICPUX,4.73,2017/08/04,17:12 EDT,0.05,,,,,,,,,,,
SMGPHX,12.615,2017/08/03,20:01 EDT,0.1334,,,,,,,,,,,
FQMPNX,9.3087,2017/08/04,17:00 EDT,-0.0152,,,,,,,,,,,
FLIKSX,10.2207,2015/05/12,20:01 EDT,0.1083,,,,,,,,,,,
FBWPMX,6.2835,2017/07/07,20:01 EDT,0.0666,,,,,,,,,,,
FROVDX,8.9665,2017/05/11,20:01 EDT,0.0951,,,,,,,,,,,
FRMDGX,12.5749,2017/08/04,17:00 EDT,0.1335,,,,,,,,,,,
FMOECX,10.385,2014/08/11,20:01 EDT,0.1103,,,,,,,,,,,
RYIRX,58.64,2017/08/04,17:23 EDT,-0.6,,,,,,,,,,,
ARMCX,13.15,2017/08/04,17:43 EDT,0.14,,,,,,,,,,,
CRZZX,18.72,2017/08/04,17:16 EDT,0.2,,,,,,,,,,,
RAILX,13.1,2017/08/04,17:37 EDT,0.14,,,,,,,,,,,
FNDQPX,10.2621,2017/02/03,20:01 EST,0.1097,,,,,,,,,,,
STDIX,30.87,2015/10/23,20:00 EDT,0.33,,,,,,,,,,,
AGIGX,13.08,2016/12/27,20:00 EST,0.14,,,,,,,,,,,
FCRVAX,9.9364,2017/02/03,20:01 EST,0.1066,,,,,,,,,,,
FBROMX,10.5871,2017/08/04,17:00 EDT,0.1137,,,,,,,,,,,
FOUNDX,10.3056,2015/04/14,20:01 EDT,0.1107,,,,,,,,,,,
RAALX,13.01,2017/08/04,17:37 EDT,0.14,,,,,,,,,,,
FGMOSX,10.0567,2015/07/22,20:01 EDT,0.1087,,,,,,,,,,,
HFITX,28.64,2017/06/02,20:00 EDT,0.31,,,,,,,,,,,
WFLNX,15.64,2015/10/23,18:45 EDT,0.17000008,,,,,,,,,,,
FTIEBX,9.759,2015/09/09,20:01 EDT,0.1062,,,,,,,,,,,
HDSIX,20.21,2017/08/04,17:16 EDT,0.22,,,,,,,,,,,
WFIRX,66.9,2015/10/23,18:45 EDT,0.73000336,,,,,,,,,,,
FZAUBX,10.1907,2017/02/03,20:01 EST,0.1114,,,,,,,,,,,
FITKRX,8.9892,2015/03/18,20:01 EDT,0.0985,,,,,,,,,,,
ADOZX,13.64,2017/08/04,17:14 EDT,0.01,,,,,,,,,,,
CCOTX,6.36,2015/10/09,19:36 EDT,0.07000017,,,,,,,,,,,
FVARTX,7.2564,2015/06/29,20:01 EDT,0.0799,,,,,,,,,,,
FBTAX,24.34,2017/08/04,17:19 EDT,0.27,,,,,,,,,,,
FCTGX,22.58,2017/08/04,17:19 EDT,0.05,,,,,,,,,,,
SMNABX,7.6109,2016/12/29,20:01 EST,0.0845,,,,,,,,,,,
HDPCX,12.59,2017/08/04,17:16 EDT,0.14,,,,,,,,,,,
FLTZRX,9.6707,2017/08/04,17:00 EDT,-6.0E-4,0.0,0.0,0.0,0,,,,,,,
SMHCBX,12.5181,2017/08/04,16:54 EDT,0.1397,,,,,,,,,,,
FBRQLX,10.2233,2016/09/07,20:01 EDT,0.1142,,,,,,,,,,,
HDPSX,19.64,2017/08/04,17:16 EDT,0.22,,,,,,,,,,,
FUHKMX,11.8533,2017/07/07,20:01 EDT,0.1328,,,,,,,,,,,
DSGGX,9.81,2017/08/04,17:24 EDT,0.11,,,,,,,,,,,
FDWULX,7.6216,2015/07/07,20:01 EDT,0.0855,,,,,,,,,,,
TSBPBX,5.6526,2017/08/04,16:54 EDT,0.0635,,,,,,,,,,,
FGTANX,9.3833,2015/01/12,20:01 EST,0.1055,,,,,,,,,,,
FBTTX,23.12,2017/08/04,17:19 EDT,0.26,,,,,,,,,,,
DSGDX,9.78,2017/08/04,17:24 EDT,0.11,,,,,,,,,,,
ALLBX,7.98,2015/10/15,18:45 EDT,0.09000015,,,,,,,,,,,
FBTIX,25.7,2017/08/04,17:19 EDT,0.29,,,,,,,,,,,
FYAWEX,9.047,2015/09/09,20:01 EDT,0.1022,,,,,,,,,,,
ADTRX,11.5,2015/10/23,18:45 EDT,0.13000011,,,,,,,,,,,
FGEIFX,10.7427,2015/12/29,20:01 EST,0.1215,,,,,,,,,,,
DSGEX,9.7,2017/08/04,17:24 EDT,0.11,,,,,,,,,,,
AZFDX,19.38,2015/10/22,18:45 EDT,0.21999931,,,,,,,,,,,
AATCX,14.97,2017/08/03,20:00 EDT,0.17,,,,,,,,,,,
RYECX,58.11,2017/08/04,16:49 EDT,0.66,,,,,,,,,,,
FGNEMX,9.1241,2015/10/08,20:01 EDT,0.1037,,,,,,,,,,,
RAYLX,13.19,2017/08/04,17:37 EDT,0.15,,,,,,,,,,,
RYEAX,63.17,2017/08/04,16:49 EDT,0.72,,,,,,,,,,,
FTLESX,10.4846,2017/03/03,20:01 EST,0.1196,,,,,,,,,,,
BABFX,14.02,2017/08/04,17:20 EDT,0.16,,,,,,,,,,,
FNOHDX,10.4969,2014/12/15,20:01 EST,0.1198,,,,,,,,,,,
SCHBX,14.01,2016/07/06,05:19 EDT,0.16,,,,,,,,,,,
FDROMX,9.4777,2015/07/07,20:01 EDT,0.1083,,,,,,,,,,,
FYHBRX,10.5333,2017/06/22,20:01 EDT,0.1206,,,,,,,,,,,
FNBUQX,9.2002,2015/03/11,20:01 EDT,0.1054,,,,,,,,,,,
ADATX,11.34,2015/10/23,18:45 EDT,0.13000011,,,,,,,,,,,
FTEKHX,10.4735,2014/11/21,20:01 EST,0.1201,,,,,,,,,,,
FBIOX,215.73,2017/08/04,17:18 EDT,2.48,,,,,,,,,,,
FVQZDX,9.6732,2015/04/02,20:01 EDT,0.1113,,,,,,,,,,,
FHENAX,7.6059,2015/05/22,20:01 EDT,0.0876,,,,,,,,,,,
FSUPMX,12.0545,2014/10/03,20:01 EDT,0.1389,,,,,,,,,,,
FOEYCX,8.1305,2014/10/03,20:01 EDT,0.0937,,,,,,,,,,,
FATEOX,9.0926,2016/12/29,20:01 EST,0.105,,,,,,,,,,,
MAIOX,12.11,2016/05/23,05:21 EDT,0.14,,,,,,,,,,,
SMMVX,11.24,2015/10/23,18:45 EDT,0.13000011,,,,,,,,,,,
AZFCX,19.02,2015/10/22,18:45 EDT,0.22000122,,,,,,,,,,,
FTSMX,52.65,2015/08/10,18:25 EDT,0.6100006,,,,,,,,,,,
PAGCX,11.2,2016/03/30,07:29 EDT,0.13,,,,,,,,,,,
FIDGX,24.16,2017/08/04,17:19 EDT,0.05,,,,,,,,,,,
FCIGX,24.14,2017/08/04,17:19 EDT,0.05,,,,,,,,,,,
JNRRX,33.43,2017/08/04,17:35 EDT,0.39,,,,,,,,,,,
TGTCX,6.0,2015/10/15,18:45 EDT,0.07000017,,,,,,,,,,,
PNRCX,27.41,2017/08/04,17:35 EDT,0.32,,,,,,,,,,,
PRGNX,27.4,2017/08/04,17:35 EDT,0.32,,,,,,,,,,,
TGTAX,5.99,2015/10/15,18:45 EDT,0.069999695,,,,,,,,,,,
TGTSX,5.99,2015/10/15,18:45 EDT,0.069999695,,,,,,,,,,,
FZINGX,9.5998,2017/08/03,20:01 EDT,0.1123,,,,,,,,,,,
SMVBX,16.24,2017/04/12,20:00 EDT,0.19,,,,,,,,,,,
FYRVLX,10.0747,2017/08/04,17:00 EDT,0.118,0.0,0.0,0.0,0,,,,,,,
MGELX,21.32,2015/12/04,18:45 EST,0.25,,,,,,,,,,,
AAXCX,9.36,2017/04/21,20:00 EDT,0.11,,,,,,,,,,,
RRPIX,40.78,2017/08/04,17:40 EDT,0.48,,,,,,,,,,,
PGNAX,33.96,2017/08/04,17:35 EDT,0.4,,,,,,,,,,,
MSCOX,11.88,2017/08/04,17:20 EDT,0.14,,,,,,,,,,,
PJNQX,35.58,2017/08/04,17:35 EDT,0.42,,,,,,,,,,,
FTSAX,54.98,2015/08/10,18:25 EDT,0.6499977,,,,,,,,,,,
FYNOSX,8.2965,2017/03/03,20:01 EST,0.0982,,,,,,,,,,,
ANCIX,14.34,2017/08/04,17:20 EDT,0.17,,,,,,,,,,,
FITWCX,10.8833,2017/08/04,17:00 EDT,0.1293,,,,,,,,,,,
FOHKMX,10.0041,2015/10/08,20:01 EDT,0.119,,,,,,,,,,,
CMOIX,12.61,2016/05/23,05:36 EDT,0.15,,,,,,,,,,,
BURKX,31.04,2016/06/30,20:00 EDT,0.37,,,,,,,,,,,
FRGIZX,9.7363,2016/03/08,20:01 EST,0.1161,,,,,,,,,,,
AIXIX,7.54,2015/12/21,19:35 EST,0.09000015,,,,,,,,,,,
MSCCCX,9.47131,2016/11/10,18:45 EST,0.113349915,,,,,,,,,,,
CLFRX,12.52,2016/05/23,05:35 EDT,0.15,,,,,,,,,,,
ISCCOX,10.2829,2017/08/04,17:26 EDT,0.1233,,,,,,,,,,,
DCGTX,19.99,2017/08/04,17:16 EDT,0.24,,,,,,,,,,,
RJPNAX,9.3406,2016/06/15,18:45 EDT,0.11219978,,,,,,,,,,,
ISPPWX,11.5109,2017/08/04,17:26 EDT,0.1383,,,,,,,,,,,
FJGUAX,12.4626,2017/03/03,20:01 EST,0.15,,,,,,,,,,,
JSMVX,19.94,2017/08/04,17:16 EDT,0.24,,,,,,,,,,,
FKLQRX,7.3014,2017/08/04,17:00 EDT,-0.1698,,,,,,,,,,,
NMOAX,12.45,2016/05/23,05:27 EDT,0.15,,,,,,,,,,,
MEGPX,24.89,2015/12/04,18:45 EST,0.29999924,,,,,,,,,,,
JAMBX,0.0,1969/12/31,19:00 EST,0.17000008,,,,,,,,,,,
BURNX,28.95,2016/06/30,20:00 EDT,0.35,,,,,,,,,,,
APHVX,10.74,2016/06/10,06:33 EDT,0.13,,,,,,,,,,,
BFFAGX,11.5731,2015/07/10,20:01 EDT,0.1401,,,,,,,,,,,
FBTDX,149.46,2017/08/04,17:36 EDT,1.81,,,,,,,,,,,
FRBRX,157.27,2017/08/04,17:36 EDT,1.91,,,,,,,,,,,
FBDIX,153.14,2017/08/04,17:36 EDT,1.86,,,,,,,,,,,
FTDZX,156.34,2017/08/04,17:37 EDT,1.9,,,,,,,,,,,
ARTVX,10.69,2016/06/10,06:34 EDT,0.13,,,,,,,,,,,
FHOAPX,6.8873,2014/09/08,20:01 EDT,0.0838,,,,,,,,,,,
MOPSX,25.45,2015/12/04,18:45 EST,0.31000137,,,,,,,,,,,
SSGPX,11.49,2017/08/04,17:20 EDT,0.14,,,,,,,,,,,
ANCCX,13.12,2017/08/03,20:00 EDT,0.16,,,,,,,,,,,
MGEIX,25.4,2015/12/04,18:45 EST,0.30999947,,,,,,,,,,,
PAGIX,11.47,2016/03/30,07:29 EDT,0.14,,,,,,,,,,,
FCONJX,11.1725,2015/02/17,20:01 EST,0.1364,,,,,,,,,,,
SMMHGX,9.6435,2017/08/04,17:03 EDT,0.1178,0.0,0.0,0.0,0,,,,,,,
FREYKX,10.5829,2014/10/03,20:01 EDT,0.1295,,,,,,,,,,,
IFIPFX,11.39168,2017/08/03,20:01 EDT,0.13948,,,,,,,,,,,
FHSKCX,8.6318,2017/08/04,17:00 EDT,0.1057,,,,,,,,,,,
MSSLX,11.43,2017/08/04,17:20 EDT,0.14,,,,,,,,,,,
SMMHAX,11.8668,2017/08/03,20:01 EDT,0.1454,,,,,,,,,,,
PAGAX,11.41,2016/03/30,07:29 EDT,0.14,,,,,,,,,,,
FBLICX,9.5789,2015/01/08,20:01 EST,0.1176,,,,,,,,,,,
SMGPCX,8.3536,2016/12/29,20:01 EST,0.1026,,,,,,,,,,,
SSGDX,11.39,2017/08/04,17:20 EDT,0.14,,,,,,,,,,,
FOWBYX,8.7266,2016/01/12,20:01 EST,0.1073,,,,,,,,,,,
SMHDIX,9.4077,2016/12/29,20:01 EST,0.1158,,,,,,,,,,,
FRLQVX,10.697,2016/09/07,20:01 EDT,0.1321,,,,,,,,,,,
FTHYNX,10.2602,2015/02/23,20:01 EST,0.1268,,,,,,,,,,,
FTBKWX,5.9452,2016/11/09,18:45 EST,0.073599815,,,,,,,,,,,
MFLLX,13.73,2017/08/04,17:20 EDT,0.17,,,,,,,,,,,
JINRX,11.27,2017/08/04,17:15 EDT,0.14,,,,,,,,,,,
MSSGX,13.68,2017/08/04,17:20 EDT,0.17,,,,,,,,,,,
TSCRX,0.0,1969/12/31,19:00 EST,0.21999931,,,,,,,,,,,
TASGX,0.0,1969/12/31,19:00 EST,0.23000145,,,,,,,,,,,
JNRAX,11.17,2017/08/04,17:15 EDT,0.14,,,,,,,,,,,
PGEIX,6.38,2017/06/21,20:01 EDT,0.08,,,,,,,,,,,
DXSTX,17.6904,2017/08/04,17:16 EDT,0.2219,,,,,,,,,,,
CMORX,11.95,2016/05/23,05:36 EDT,0.15,,,,,,,,,,,
FHSDLX,8.9987,2017/02/03,20:01 EST,0.1135,,,,,,,,,,,
ILCAX,15.05,2016/04/29,07:22 EDT,0.19,,,,,,,,,,,
MCIOX,11.08,2016/05/23,05:22 EDT,0.14,,,,,,,,,,,
MBIOX,11.07,2016/05/23,05:21 EDT,0.14,,,,,,,,,,,
FTRLIX,7.2883,2015/02/17,20:01 EST,0.0922,,,,,,,,,,,
FMAEPX,9.3954,2015/06/17,17:30 EDT,0.1189,,,,,,,,,,,
FELCRX,8.528,2016/09/12,18:45 EDT,0.10809994,,,,,,,,,,,
FNARX,25.99,2017/08/04,17:19 EDT,0.33,,,,,,,,,,,
FVCPLX,9.7781,2015/06/03,20:01 EDT,0.1242,,,,,,,,,,,
FGDMQX,10.4363,2015/07/22,20:01 EDT,0.1326,,,,,,,,,,,
FJHKLX,9.0452,2017/02/03,20:01 EST,0.115,,,,,,,,,,,
PMVIX,17.23,2016/10/31,20:00 EDT,0.22,,,,,,,,,,,
FTUCX,68.92,2017/08/04,17:18 EDT,0.88,,,,,,,,,,,
FTZCLX,11.5888,2014/12/19,20:01 EST,0.148,,,,,,,,,,,
FEDOLX,9.1293,2015/09/09,20:01 EDT,0.1166,,,,,,,,,,,
FTUIX,69.68,2017/08/04,17:18 EDT,0.89,,,,,,,,,,,
FLEVDX,5.5423,2015/06/19,20:01 EDT,0.0709,,,,,,,,,,,
FQPMFX,10.0493,2017/08/04,17:00 EDT,-0.011,,,,,,,,,,,
FDALCX,9.8914,2017/08/04,17:00 EDT,0.1268,,,,,,,,,,,
PGENX,6.24,2017/06/21,20:01 EDT,0.08,,,,,,,,,,,
FTUAX,69.42,2017/08/04,17:18 EDT,0.89,,,,,,,,,,,
CTITX,10.9,2015/10/09,19:36 EDT,0.13999939,,,,,,,,,,,
FDEKAX,8.0731,2017/08/04,17:00 EDT,0.1037,,,,,,,,,,,
FTUTX,69.07,2017/08/04,17:18 EDT,0.89,,,,,,,,,,,
FSTCX,69.84,2017/08/04,17:18 EDT,0.9,,,,,,,,,,,
ILCCX,14.7,2016/04/29,07:22 EDT,0.19,,,,,,,,,,,
WFTBX,8.48,2017/01/24,20:00 EST,0.11,,,,,,,,,,,
PGECX,6.15,2017/06/21,20:01 EDT,0.08,,,,,,,,,,,
HSOVX,9.96,2017/08/04,17:34 EDT,0.13,0.0,0.0,0.0,0,,,,,,,
HSRVX,9.96,2017/08/04,17:34 EDT,0.13,0.0,0.0,0.0,0,,,,,,,
FCSLTX,12.5301,2014/10/03,20:01 EDT,0.1637,,,,,,,,,,,
PMFCX,16.05,2016/10/31,20:01 EDT,0.21,,,,,,,,,,,
VAMAEX,8.0182,2016/02/12,20:01 EST,0.1051,,,,,,,,,,,
BSVSX,15.41,2017/08/04,17:16 EDT,0.16,,,,,,,,,,,
FGBMUX,9.7732,2017/08/04,17:00 EDT,0.1282,0.0,0.0,0.0,0,,,,,,,
FJHCLX,10.6485,2017/08/04,17:00 EDT,0.1399,,,,,,,,,,,
RYHBX,53.92,2017/08/03,20:01 EDT,0.71,,,,,,,,,,,
RYABX,53.89,2017/08/03,20:01 EDT,0.71,,,,,,,,,,,
FEIGBX,7.4138,2015/05/22,20:01 EDT,0.0978,,,,,,,,,,,
FBRDNX,10.9747,2012/09/24,20:01 EDT,0.1448,,,,,,,,,,,
ILCZX,15.15,2016/04/29,07:22 EDT,0.2,,,,,,,,,,,
ILCIX,15.14,2016/04/29,07:22 EDT,0.2,,,,,,,,,,,
ILCWX,15.13,2016/04/29,07:22 EDT,0.2,,,,,,,,,,,
TOPIX,8.31,2017/08/04,17:16 EDT,0.11,,,,,,,,,,,
RYCGX,53.52,2017/08/03,20:01 EDT,0.71,,,,,,,,,,,
TOPTX,8.29,2017/08/04,17:16 EDT,0.11,,,,,,,,,,,
RYGBX,53.47,2017/08/03,20:00 EDT,0.71,,,,,,,,,,,
FQDZPX,11.8534,2017/08/04,17:00 EDT,0.1577,,,,,,,,,,,
ILCRX,15.01,2016/04/29,07:22 EDT,0.2,,,,,,,,,,,
FQVLBX,8.8531,2017/08/04,17:00 EDT,0.119,,,,,,,,,,,
ACBVX,8.18,2015/10/15,18:45 EDT,0.11000061,,,,,,,,,,,
HDPIX,48.32,2017/08/04,17:16 EDT,0.65,,,,,,,,,,,
SBMDX,23.04,2016/07/06,05:19 EDT,0.31,,,,,,,,,,,
HDPMX,47.55,2017/08/04,17:16 EDT,0.64,,,,,,,,,,,
FAEYCX,9.0098,2017/01/27,20:01 EST,0.1214,,,,,,,,,,,
FSEMVX,9.6967,2016/12/29,20:01 EST,0.1307,,,,,,,,,,,
PMCAX,17.02,2016/10/31,20:01 EDT,0.23,,,,,,,,,,,
TSPEX,7.39,2017/08/04,16:58 EDT,0.1,,,,,,,,,,,
FWLCJX,9.6193,2017/08/04,17:00 EDT,0.1302,0.0,0.0,0.0,0,,,,,,,
CMVPBX,8.4257,2016/12/30,20:01 EST,0.1142,,,,,,,,,,,
FEAUTX,8.946,2016/09/07,20:01 EDT,0.1214,,,,,,,,,,,
FWNBEX,8.8844,2015/01/28,20:01 EST,0.1216,,,,,,,,,,,
SNPSX,47.26,2017/08/04,17:44 EDT,-0.22,,,,,,,,,,,
FVLEBX,9.5993,2015/10/14,20:01 EDT,0.1318,,,,,,,,,,,
FWESHX,9.8352,2014/12/05,20:01 EST,0.1352,,,,,,,,,,,
PEDPX,7.96,2017/08/03,20:01 EDT,0.11,,,,,,,,,,,
PEDIX,7.96,2017/08/03,20:00 EDT,0.11,,,,,,,,,,,
ADCNX,2.17,2016/12/23,10:50 EST,0.03,,,,,,,,,,,
FTCHOX,9.7806,2014/12/03,20:01 EST,0.1359,,,,,,,,,,,
CHEAX,13.67,2016/06/30,07:24 EDT,0.19,,,,,,,,,,,
FVLZRX,11.5897,2016/09/02,18:45 EDT,0.16109943,,,,,,,,,,,
TSPCX,7.19,2017/08/04,16:58 EDT,0.1,,,,,,,,,,,
GVPIX,54.49,2017/08/04,17:40 EDT,-0.66,,,,,,,,,,,
FIDOAX,12.7505,2017/08/04,17:00 EDT,0.1784,,,,,,,,,,,
ATHBX,22.13,2015/10/15,18:45 EDT,0.30999947,,,,,,,,,,,
CGROMX,10.141,2016/12/30,20:01 EST,0.1429,,,,,,,,,,,
ORLRX,17.01,2016/04/04,00:03 EDT,0.24,,,,,,,,,,,
FEHISX,8.5312,2015/11/12,20:01 EST,0.1204,,,,,,,,,,,
NQFNBX,10.7346,2015/10/14,20:01 EDT,0.152,,,,,,,,,,,
PGEAX,6.33,2017/06/21,20:01 EDT,0.09,,,,,,,,,,,
BKPSX,42.83,2017/08/04,17:44 EDT,0.61,,,,,,,,,,,
FGHRUX,10.319,2014/10/03,20:01 EDT,0.1476,,,,,,,,,,,
FVDNOX,12.7393,2017/06/06,20:01 EDT,0.1827,,,,,,,,,,,
PGETX,6.25,2017/06/21,20:01 EDT,0.09,,,,,,,,,,,
BKPIX,45.74,2017/08/04,17:44 EDT,0.66,,,,,,,,,,,
GLDSX,16.62,2016/10/28,20:00 EDT,0.24,,,,,,,,,,,
AFDBX,20.75,2015/10/15,18:45 EDT,0.29999924,,,,,,,,,,,
FAGNX,30.36,2017/08/04,17:18 EDT,0.44,,,,,,,,,,,
VTCAX,48.3,2017/08/04,17:32 EDT,0.7,,,,,,,,,,,
CTPLLX,9.9681,2016/12/30,20:01 EST,0.1448,,,,,,,,,,,
VEDTX,35.32,2017/08/04,17:48 EDT,-0.47,,,,,,,,,,,
CMKTX,8.94,2015/10/09,19:36 EDT,0.12999916,,,,,,,,,,,
BRCABX,7.6407,2016/01/19,20:01 EST,0.1113,,,,,,,,,,,
PGEDX,6.15,2017/06/21,20:01 EDT,0.09,,,,,,,,,,,
FNRCX,27.25,2017/08/04,17:18 EDT,0.4,,,,,,,,,,,
