RESULT_COUNT: 3074,PAGE_SIZE: 10000,CURRENT_PAGE: 1,TOTAL_PAGES: 1,API_CALL_CREDITS: 1
TICKER,FIGI_TICKER,FIGI,DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,EX_DIVIDEND,SPLIT_RATIO,ADJ_OPEN,ADJ_HIGH,ADJ_LOW,ADJ_CLOSE,ADJ_VOLUME
CCCR,CCCR:US,BBG004P486T2,2017-02-27,1.08,1.08,1.04,1.04,16663.0,0.0,1.0,1.08,1.08,1.04,1.04,16663.0
CCD,CCD:UW,BBG0065XMG80,2017-02-27,19.04,19.11,18.93,19.0,103629.0,0.0,1.0,18.2488240845478,18.3159153495645,18.1433949538072,18.2104862188239,103629.0
CCIH,CCIH:UW,BBG0015XY0H3,2017-02-27,2.22,2.24,2.1,2.1,64052.0,0.0,1.0,2.22,2.24,2.1,2.1,64052.0
CCLP,CCLP:UW,BBG000BQ5067,2017-02-27,10.8,10.94,10.75,10.83,74754.0,0.0,1.0,10.1752678235925,10.307169443528,10.128160102187,10.2035324564358,74754.0
CCMP,CCMP:UW,BBG000BP3XS5,2017-02-27,69.44,70.23,68.77,70.04,169282.0,0.0,1.0,69.0630350401372,69.8487464122816,68.3966722308502,69.6597778544241,169282.0
CCN,CCN:US,BBG000VLSBT2,2017-02-27,14.45,14.65,14.35,14.4,93726.0,0.0,1.0,14.45,14.65,14.35,14.4,93726.0
CCNE,CCNE:UW,BBG000BKQ7P1,2017-02-27,24.55,25.17,24.35,25.06,36273.0,0.165,1.0,24.3625086785466,24.9777736635038,24.164036102754,24.8686137468179,36273.0
CCOI,CCOI:UW,BBG000D0SXY4,2017-02-27,42.5,42.75,42.25,42.4,393490.0,0.0,1.0,41.5891233332672,41.8337652352276,41.3444814313068,41.491266572483,393490.0
CCRC,CCRC:US,BBG007B6C8R8,2017-02-27,13.2,13.66,13.06,13.54,128516.0,0.0,1.0,13.2,13.66,13.06,13.54,128516.0
CCRN,CCRN:UW,BBG000DGNJT1,2017-02-27,15.75,16.02,15.688,15.92,277819.0,0.0,1.0,15.75,16.02,15.688,15.92,277819.0
CCUR,CCUR:US,BBG000BY2FL3,2017-02-27,5.04,5.04,4.86,4.95,9425.0,0.0,1.0,4.83138248354186,4.83138248354186,4.65883310912965,4.74510779633576,9425.0
CCXI,CCXI:UW,BBG0025NPP15,2017-02-27,6.28,6.5,6.22,6.44,133174.0,0.0,1.0,6.28,6.5,6.22,6.44,133174.0
CDC,CDC:US,BBG006QSN876,2017-02-27,42.9,43.085,42.9,43.0398,29585.0,0.0,1.0,42.4368608132186,42.6198635929492,42.4368608132186,42.5751515624421,29585.0
CDEV,CDEV:US,BBG00CNYBQ76,2017-02-27,18.9,19.625,18.7,19.54,3482715.0,0.0,1.0,18.9,19.625,18.7,19.54,3482715.0
CDEVW,CDEVW:UW,BBG00CNYBRQ3,2017-02-27,6.94,7.42,6.93,7.29,972019.0,0.0,1.0,6.94,7.42,6.93,7.29,972019.0
CDK,CDK:UW,BBG006B6PW84,2017-02-27,66.55,66.93,66.32,66.57,738919.0,0.14,1.0,66.3993369987063,66.7784767141009,66.1698576972833,66.4192917205692,738919.0
CDL,CDL:US,BBG009K7JNC8,2017-02-27,41.94,41.9797,41.83,41.939,9607.0,0.0,1.0,41.4826695298282,41.5219366252105,41.3738690136556,41.4816804342266,9607.0
CDNA,CDNA:US,BBG006JS5785,2017-02-27,2.35,2.35,2.25,2.35,8329.0,0.0,1.0,2.35,2.35,2.25,2.35,8329.0
CDNS,CDNS:UW,BBG000C13KQ7,2017-02-27,31.28,31.54,31.18,31.54,2249356.0,0.0,1.0,31.28,31.54,31.18,31.54,2249356.0
CDTI,CDTI:US,BBG000G1JQ83,2017-02-27,2.58,2.7603,2.5778,2.75,126667.0,0.0,1.0,2.58,2.7603,2.5778,2.75,126667.0
CDTX,CDTX:US,BBG006R5MFT6,2017-02-27,7.75,7.75,7.25,7.45,90449.0,0.0,1.0,7.75,7.75,7.25,7.45,90449.0
CDW,CDW:UW,BBG004CH8XX3,2017-02-27,59.09,59.5,58.875,59.41,747645.0,0.0,1.0,58.9265139201107,59.3353795607816,58.7121087670759,59.245628566488,747645.0
CDXC,CDXC:US,BBG000BG1J71,2017-02-27,2.77,2.8821,2.7,2.84,191031.0,0.0,1.0,2.77,2.8821,2.7,2.84,191031.0
CDXS,CDXS:UW,BBG000RN0PS3,2017-02-27,4.05,4.45,4.05,4.4,158906.0,0.0,1.0,4.05,4.45,4.05,4.4,158906.0
CDZI,CDZI:US,BBG000CSMLT2,2017-02-27,14.5,14.8,14.45,14.65,80857.0,0.0,1.0,14.5,14.8,14.45,14.65,80857.0
CECE,CECE:UW,BBG000BFGDJ7,2017-02-27,11.39,11.46,11.32,11.38,136128.0,0.0,1.0,11.2190543236941,11.2880037356922,11.150104911696,11.2092044076944,136128.0
CECO,CECO:UW,BBG000BDD183,2017-02-27,8.35,8.47,8.32,8.4,666685.0,0.0,1.0,8.35,8.47,8.32,8.4,666685.0
CELG,CELG:UW,BBG000BFCMR2,2017-02-27,118.3,122.0,118.01,121.78,4220447.0,0.0,1.0,118.3,122.0,118.01,121.78,4220447.0
CELGZ,CELGZ:US,BBG001732JG2,2017-02-27,1.1,1.15,1.1,1.1,39330.0,0.0,1.0,1.1,1.15,1.1,1.1,39330.0
CEMI,CEMI:US,BBG000BLDXT2,2017-02-27,5.9,6.1,5.85,6.1,2705.0,0.0,1.0,5.9,6.1,5.85,6.1,2705.0
CEMP,CEMP:UW,BBG0025F81Y8,2017-02-27,4.5,4.5,4.0,4.2,7563993.0,0.0,1.0,4.5,4.5,4.0,4.2,7563993.0
CENT,CENT:UW,BBG000BFDGC0,2017-02-27,35.57,36.31,35.29,35.93,113943.0,0.0,1.0,35.57,36.31,35.29,35.93,113943.0
CENTA,CENTA:UW,BBG000KTZWN9,2017-02-27,33.72,34.18,33.13,34.01,392853.0,0.0,1.0,33.72,34.18,33.13,34.01,392853.0
CENX,CENX:UW,BBG000BW1W95,2017-02-27,13.42,14.08,13.42,14.01,3789204.0,0.0,1.0,13.42,14.08,13.42,14.01,3789204.0
CERC,CERC:US,BBG001QHW0Y8,2017-02-27,0.77,0.8,0.73,0.76,193386.0,0.0,1.0,0.77,0.8,0.73,0.76,193386.0
CERCZ,CERCZ:UW,BBG00BF00DS9,2017-02-27,0.0939,0.0999,0.08,0.0999,9355.0,0.0,1.0,0.0939,0.0999,0.08,0.0999,9355.0
CERN,CERN:UW,BBG000BFDXQ8,2017-02-27,55.56,55.7,54.6918,55.35,1423794.0,0.0,1.0,55.56,55.7,54.6918,55.35,1423794.0
CERS,CERS:US,BBG000HBVZX8,2017-02-27,4.23,4.295,4.185,4.27,813044.0,0.0,1.0,4.23,4.295,4.185,4.27,813044.0
CETC,CETC:UW,BBG000BRY376,2017-02-27,2.2678,2.31,2.17,2.2777,29463.0,0.0,1.0,2.2678,2.31,2.17,2.2777,29463.0
CETV,CETV:UW,BBG000MTQQ96,2017-02-27,2.8,2.85,2.8,2.85,66165.0,0.0,1.0,2.8,2.85,2.8,2.85,66165.0
CETX,CETX:US,BBG000GC6D82,2017-02-27,3.82,3.965,3.7,3.82,677006.0,0.0,1.0,3.82,3.965,3.7,3.82,677006.0
CETXW,CETXW:US,BBG00FZYG3N4,2017-02-27,0.7183,0.7183,0.6908,0.6908,2970.0,0.0,1.0,0.7183,0.7183,0.6908,0.6908,2970.0
CEVA,CEVA:UW,BBG000BN3ZF9,2017-02-27,34.65,34.75,34.2,34.45,108225.0,0.0,1.0,34.65,34.75,34.2,34.45,108225.0
CEZ,CEZ:US,BBG00CJRF239,2017-02-27,26.4248,26.4394,26.4124,26.4288,1450.0,0.0,1.0,26.1548287116814,26.1692795495,26.1425553973696,26.1587878453303,1450.0
CFA,CFA:US,BBG006QSN9S1,2017-02-27,42.85,42.92,42.79,42.9199,19988.0,0.0,1.0,42.6528528398573,42.7225307791523,42.5931288918901,42.722431239239,19988.0
CFBK,CFBK:US,BBG000BBWB75,2017-02-27,1.84,2.04,1.8,1.88,87845.0,0.0,1.0,1.84,2.04,1.8,1.88,87845.0
CFCB,CFCB:UW,BBG000G40GL4,2017-02-27,26.1,26.29,26.05,26.21,13229.0,0.0,1.0,26.1,26.29,26.05,26.21,13229.0
CFCO,CFCO:US,BBG00D9P14X0,2017-02-27,10.11,10.11,10.0999,10.0999,832.0,0.0,1.0,10.11,10.11,10.0999,10.0999,832.0
CFCOU,CFCOU:US,BBG00CS9TN92,2017-02-27,10.95,10.95,10.95,10.95,100.0,0.0,1.0,10.95,10.95,10.95,10.95,100.0
CFFI,CFFI:UW,BBG000BYNGT0,2017-02-27,47.75,48.3172,47.65,47.95,3355.0,0.0,1.0,47.069120041907,47.6282321861535,46.9705459685208,47.2662681886794,3355.0
CFFN,CFFN:UW,BBG000C34JW8,2017-02-27,15.27,15.34,15.22,15.28,405263.0,0.0,1.0,14.9223641362253,14.9907705206088,14.8735024330943,14.9321364768515,405263.0
CFMS,CFMS:UW,BBG0097MXC74,2017-02-27,5.4,5.49,5.2,5.21,300355.0,0.0,1.0,5.4,5.49,5.2,5.21,300355.0
CFNB,CFNB:US,BBG000HJ1MX3,2017-02-27,15.7862,15.8,15.7862,15.8,4391.0,0.0,1.0,15.7862,15.8,15.7862,15.8,4391.0
CFNL,CFNL:UW,BBG000C1KF52,2017-02-27,31.35,31.67,31.19,31.59,132833.0,0.0,1.0,31.35,31.67,31.19,31.59,132833.0
CFO,CFO:US,BBG006QSNBW1,2017-02-27,42.86,42.899,42.7128,42.8698,18053.0,0.0,1.0,42.6505843540447,42.6893937985105,42.504103579035,42.6603364708592,18053.0
CFRX,CFRX:US,BBG001J2MCH3,2017-02-27,2.1,2.3,2.05,2.25,48692.0,0.0,1.0,2.1,2.3,2.05,2.25,48692.0
CG,CG:UW,BBG0021VH998,2017-02-27,16.25,16.5,16.2,16.4,662722.0,0.0,1.0,16.1604683195592,16.4090909090909,16.1107438016529,16.3096418732782,662722.0
CGEN,CGEN:US,BBG000B9ZLB0,2017-02-27,4.3,4.45,4.3,4.4,224144.0,0.0,1.0,4.3,4.45,4.3,4.4,224144.0
CGIX,CGIX:US,BBG000MCFBY0,2017-02-27,2.5,2.5,2.3,2.4,187558.0,0.0,1.0,2.5,2.5,2.3,2.4,187558.0
CGNT,CGNT:US,BBG000BG1KF9,2017-02-27,2.18,2.18,2.1,2.13,66363.0,0.0,1.0,2.18,2.18,2.1,2.13,66363.0
CGNX,CGNX:UW,BBG000BPC6F8,2017-02-27,77.93,78.09,77.135,77.86,799996.0,0.0,1.0,77.7840684130889,77.9437687973581,76.9905571287516,77.7141994949712,799996.0
CGO,CGO:UW,BBG000NPK2B9,2017-02-27,11.8,11.8,11.53,11.7,24249.0,0.0,1.0,11.3416268892984,11.3416268892984,11.0821150875941,11.2455114071857,24249.0
CHCI,CHCI:US,BBG000Q808Z7,2017-02-27,2.12,2.22,2.12,2.2,8971.0,0.0,1.0,2.12,2.22,2.12,2.2,8971.0
CHCO,CHCO:UW,BBG000BFJQP8,2017-02-27,66.31,67.0,66.01,66.5,65582.0,0.0,1.0,65.4188484196358,66.0995753900709,65.1228801716206,65.6062949767121,65582.0
CHDN,CHDN:UW,BBG000BGXYR1,2017-02-27,151.0,153.0,151.0,152.8,54589.0,0.0,1.0,151.0,153.0,151.0,152.8,54589.0
CHEF,CHEF:UW,BBG001MFW708,2017-02-27,15.0,15.4,14.7,15.1,173016.0,0.0,1.0,15.0,15.4,14.7,15.1,173016.0
CHEK,CHEK:US,BBG0089RJVS4,2017-02-27,2.22,2.25,2.2,2.2,42818.0,0.0,1.0,2.22,2.25,2.2,2.2,42818.0
CHFC,CHFC:UW,BBG000BFKKH8,2017-02-27,53.18,53.66,53.09,53.61,297862.0,0.0,1.0,52.6034822775264,53.0782786576169,52.5144579562594,53.0288207013575,297862.0
CHFN,CHFN:US,BBG000HQMG76,2017-02-27,19.76,20.1,19.73,19.99,33248.0,0.0,1.0,19.6934335320031,20.0322881575538,19.6635345944545,19.9226587198756,33248.0
CHFS,CHFS:US,BBG000QVFRH8,2017-02-27,4.59,4.89,4.5,4.6,144439.0,0.0,1.0,4.59,4.89,4.5,4.6,144439.0
CHI,CHI:UW,BBG000D8H4X4,2017-02-27,11.01,11.02,10.99,11.02,178719.0,0.0,1.0,10.5499776294175,10.5595598071009,10.5308132740507,10.5595598071009,178719.0
CHKE,CHKE:UW,BBG000BFKYM2,2017-02-27,9.1,9.45,9.05,9.35,22038.0,0.0,1.0,9.1,9.45,9.05,9.35,22038.0
CHKP,CHKP:UW,BBG000K85L07,2017-02-27,99.53,99.95,98.25,99.22,1385847.0,0.0,1.0,99.53,99.95,98.25,99.22,1385847.0
CHMA,CHMA:UW,BBG009DT9DR5,2017-02-27,1.65,1.65,1.565,1.65,80856.0,0.0,1.0,1.65,1.65,1.565,1.65,80856.0
CHMG,CHMG:UW,BBG000BHQK88,2017-02-27,36.8,36.9,36.14,36.4,2324.0,0.0,1.0,36.3052038608376,36.4038593061116,35.6540779220291,35.9105820797415,2324.0
CHNR,CHNR:US,BBG000BX3NJ0,2017-02-27,2.11,2.2,2.1,2.2,5336.0,0.0,1.0,2.11,2.2,2.1,2.2,5336.0
CHRS,CHRS:US,BBG0063N8V69,2017-02-27,21.75,22.95,21.55,22.9,463784.0,0.0,1.0,21.75,22.95,21.55,22.9,463784.0
CHRW,CHRW:UW,BBG000BTCSJ8,2017-02-27,80.08,80.35,79.66,80.23,1080456.0,0.0,1.0,75.97,76.23,75.56,76.11,1037623.72
CHSCL,CHSCL:UW,,2017-02-27,28.66,28.7391,28.5445,28.63,26119.0,0.0,1.0,28.66,28.7391,28.5445,28.63,26119.0
CHSCM,CHSCM:UW,,2017-02-27,27.62,27.65,27.43,27.6,18910.0,0.0,1.0,27.62,27.65,27.43,27.6,18910.0
CHSCN,CHSCN:UW,,2017-02-27,28.47,28.8099,28.35,28.55,28195.0,0.0,1.0,28.47,28.8099,28.35,28.55,28195.0
CHSCO,CHSCO:UW,,2017-02-27,29.43,29.5599,29.35,29.35,21178.0,0.0,1.0,29.43,29.5599,29.35,29.35,21178.0
CHSCP,CHSCP:UW,,2017-02-27,31.1,31.1,30.79,30.95,5761.0,0.0,1.0,30.124945474373,30.124945474373,29.8246646673937,29.9796483097056,5761.0
CHTR,CHTR:UW,BBG000PZ04Z7,2017-02-27,326.92,328.7,324.91,326.73,918701.0,0.0,1.0,326.92,328.7,324.91,326.73,918701.0
CHUBA,CHUBA:US,BBG00BFHKT14,2017-02-27,16.66,16.95,16.56,16.89,42196.0,0.0,1.0,16.66,16.95,16.56,16.89,42196.0
CHUBK,CHUBK:US,BBG00D7BRGD0,2017-02-27,16.51,16.8,16.41,16.75,48587.0,0.0,1.0,16.51,16.8,16.41,16.75,48587.0
CHUY,CHUY:UW,BBG001YR41X7,2017-02-27,28.15,28.4,27.65,28.25,362179.0,0.0,1.0,28.15,28.4,27.65,28.25,362179.0
CHW,CHW:UW,BBG000NK58Q8,2017-02-27,7.74,7.8107,7.7003,7.77,311375.0,0.0,1.0,7.41394837637012,7.48167010120337,7.37592076002104,7.44268461038706,311375.0
CHY,CHY:UW,BBG000H11TF7,2017-02-27,11.37,11.42,11.33,11.36,349497.0,0.0,1.0,10.8889529627054,10.9368375403778,10.8506453005675,10.8793760471709,349497.0
CIBR,CIBR:US,BBG009K1H2V8,2017-02-27,21.54,21.55,21.41,21.5326,132799.0,0.0,1.0,21.54,21.55,21.41,21.5326,132799.0
CID,CID:US,BBG009QTFHS4,2017-02-27,32.4199,32.46,32.39,32.46,6046.0,0.0,1.0,32.4199,32.46,32.39,32.46,6046.0
CIDM,CIDM:US,BBG000BRSS32,2017-02-27,1.48,1.58,1.42,1.58,141125.0,0.0,1.0,1.48,1.58,1.42,1.58,141125.0
CIGI,CIGI:UW,BBG000BN6YG8,2017-02-27,49.05,49.7642,48.655,49.05,73365.0,0.0,1.0,49.0068980667838,49.7204704745167,48.6122451669596,49.0068980667838,73365.0
CIL,CIL:US,BBG009QTF396,2017-02-27,34.25,34.26,34.2216,34.2216,750.0,0.0,1.0,33.8287223182453,33.8385993174623,33.800671640469,33.800671640469,750.0
CINF,CINF:UW,BBG000BFPVV3,2017-02-27,73.63,73.7534,72.84,73.06,328813.0,0.0,1.0,72.6404372810667,72.7621788260957,71.8610546184015,72.0780978915488,328813.0
CIVB,CIVB:US,BBG000DWZWT4,2017-02-27,22.95,23.0753,22.596,22.85,27649.0,0.0,1.0,22.8219464241828,22.9465472907166,22.469921629666,22.7225043918335,27649.0
CIVBP,CIVBP:UW,,2017-02-27,72.0,72.0,72.0,72.0,90.0,0.0,1.0,72.0,72.0,72.0,72.0,90.0
CIZ,CIZ:US,BBG0077STSZ4,2017-02-27,29.5388,29.75,29.5388,29.71,6127.0,0.0,1.0,29.308195692477,29.5177468905707,29.308195692477,29.478059163659,6127.0
CIZN,CIZN:US,BBG000C33LV5,2017-02-27,26.0,26.0,26.0,26.0,288.0,0.0,1.0,25.4863781295011,25.4863781295011,25.4863781295011,25.4863781295011,288.0
CJJD,CJJD:US,BBG000TH81Y2,2017-02-27,1.9,1.9,1.8,1.81,74678.0,0.0,1.0,1.9,1.9,1.8,1.81,74678.0
CLACW,CLACW:US,BBG00BLYYQN7,2017-02-27,0.9,0.9,0.9,0.9,100.0,0.0,1.0,0.9,0.9,0.9,0.9,100.0
CLBH,CLBH:UW,BBG000CMDLN1,2017-02-27,28.15,28.71,28.15,28.6,28066.0,0.0,1.0,28.15,28.71,28.15,28.6,28066.0
CLBS,CLBS:US,BBG000BNVDR4,2017-02-27,5.15,5.15,4.6,4.92,96378.0,0.0,1.0,5.15,5.15,4.6,4.92,96378.0
CLCD,CLCD:UW,BBG000WG3512,2017-02-27,46.5,46.5,46.45,46.5,64402.0,0.0,1.0,46.5,46.5,46.45,46.5,64402.0
CLCT,CLCT:US,BBG000C21S35,2017-02-27,23.48,23.86,23.48,23.85,21199.0,0.0,1.0,23.1629475308642,23.5378163580247,23.1629475308642,23.5279513888889,21199.0
CLDC,CLDC:US,BBG007DJNG43,2017-02-27,6.65,6.6701,6.65,6.6701,3825.0,0.0,1.0,6.65,6.6701,6.65,6.6701,3825.0
CLDX,CLDX:UW,BBG000FW8XM7,2017-02-27,3.25,3.64,3.25,3.58,3394160.0,0.0,1.0,3.25,3.64,3.25,3.58,3394160.0
CLFD,CLFD:US,BBG000BC35R6,2017-02-27,16.3,16.55,16.29,16.4,47604.0,0.0,1.0,16.3,16.55,16.29,16.4,47604.0
CLIR,CLIR:US,BBG00283BTK2,2017-02-27,3.95,4.0,3.9,4.0,25435.0,0.0,1.0,3.95,4.0,3.9,4.0,25435.0
CLIRW,CLIRW:US,BBG00FVNZ1Q2,2017-02-27,1.7,1.7,1.55,1.55,874.0,0.0,1.0,1.7,1.7,1.55,1.55,874.0
CLLS,CLLS:US,BBG0084L1XN2,2017-02-27,19.94,21.404,19.94,21.38,162753.0,0.0,1.0,19.94,21.404,19.94,21.38,162753.0
CLMT,CLMT:UW,BBG000JNV478,2017-02-27,3.75,3.9,3.75,3.9,233445.0,0.0,1.0,3.75,3.9,3.75,3.9,233445.0
CLNE,CLNE:UW,BBG000J5JNM2,2017-02-27,2.49,2.55,2.46,2.54,716790.0,0.0,1.0,2.49,2.55,2.46,2.54,716790.0
CLNT,CLNT:US,BBG000BQG2S7,2017-02-27,0.785,0.785,0.68,0.7,59389.0,0.0,1.0,3.14,3.14,2.72,2.8,14847.25
CLRB,CLRB:US,BBG000G9WFQ5,2017-02-27,2.62,2.65,2.2,2.22,2857270.0,0.0,1.0,2.62,2.65,2.2,2.22,2857270.0
CLRBW,CLRBW:US,BBG006Z3CV27,2017-02-27,0.3454,0.4,0.3454,0.365,15420.0,0.0,1.0,0.3454,0.4,0.3454,0.365,15420.0
CLRBZ,CLRBZ:US,BBG00CP9KQX0,2017-02-27,0.82,0.82,0.67,0.67,20700.0,0.0,1.0,0.82,0.82,0.67,0.67,20700.0
CLRO,CLRO:US,BBG000F7XWR1,2017-02-27,11.75,11.75,11.5,11.65,4165.0,0.0,1.0,11.6691248770895,11.6691248770895,11.4208456243854,11.5698131760079,4165.0
CLSD,CLSD:US,BBG002D4D4X3,2017-02-27,8.44,8.756,8.2201,8.64,366415.0,0.0,1.0,8.44,8.756,8.2201,8.64,366415.0
CLSN,CLSN:US,BBG000BJJGT8,2017-02-27,0.2295,0.235,0.2207,0.2334,1744577.0,0.0,1.0,1727951.68,1769440.96,1661876.16,1757532.0,67019670032.0
CLUB,CLUB:US,BBG000HGM6Z9,2017-02-27,3.25,3.3,3.25,3.3,23517.0,0.0,1.0,3.25,3.3,3.25,3.3,23517.0
CLVS,CLVS:UW,BBG001S2DKJ3,2017-02-27,57.69,61.24,57.5123,60.92,1571897.0,0.0,1.0,57.69,61.24,57.5123,60.92,1571897.0
CLWT,CLWT:US,BBG000C2T679,2017-02-27,3.6,3.7,3.55,3.7,3014.0,0.0,1.0,3.6,3.7,3.55,3.7,3014.0
CMCO,CMCO:UW,BBG000BCX753,2017-02-27,26.18,26.48,25.8,26.02,74355.0,0.0,1.0,26.1385431512272,26.4380680918448,25.7591448931116,25.9787965162312,74355.0
CMCSA,CMCSA:UW,BBG000BFTG15,2017-02-27,37.76,37.795,37.5,37.53,9563628.0,0.0,1.0,37.4507681617688,37.4854815326814,37.1928974064176,37.2226517243427,9563628.0
CMCT,CMCT:US,BBG000BN7SF1,2017-02-27,15.7,15.7,15.7,15.7,691.0,0.0,1.0,13.5875146275089,13.5875146275089,13.5875146275089,13.5875146275089,691.0
CME,CME:UW,BBG000BHMC53,2017-02-27,122.62,123.295,121.0,122.83,1279146.0,0.0,1.0,121.296182200407,121.96389483281,119.693671882639,121.503915019377,1279146.0
CMFN,CMFN:UW,BBG005YZ5XZ7,2017-02-27,10.1,10.15,9.9,10.15,23448.0,0.0,1.0,9.62476246626908,9.672409805211,9.43417311050137,9.672409805211,23448.0
CMLS,CMLS:UW,BBG000C1V2Q6,2017-02-27,0.74,0.74,0.653,0.685,147767.0,0.0,1.0,0.74,0.74,0.653,0.685,147767.0
CMPR,CMPR:UW,BBG000DFK614,2017-02-27,83.04,83.13,81.09,81.43,376002.0,0.0,1.0,83.04,83.13,81.09,81.43,376002.0
CMRX,CMRX:US,BBG000R33651,2017-02-27,5.42,5.7,5.37,5.67,318205.0,0.0,1.0,5.42,5.7,5.37,5.67,318205.0
CMTL,CMTL:UW,BBG000BFWN89,2017-02-27,11.54,11.88,11.51,11.78,195141.0,0.0,1.0,11.3935655615425,11.7292512020039,11.3639462403253,11.6305201312799,195141.0
CNAT,CNAT:US,BBG000R5W7T6,2017-02-27,4.92,5.13,4.92,5.05,256352.0,0.0,1.0,4.92,5.13,4.92,5.05,256352.0
CNBKA,CNBKA:UW,BBG000BFYZ99,2017-02-27,63.4,64.395,63.4,64.15,4071.0,0.0,1.0,63.1677286301648,64.1590833618212,63.1677286301648,63.9149809404586,4071.0
CNCE,CNCE:US,BBG001RY41W1,2017-02-27,9.25,9.68,9.06,9.5,85149.0,0.0,1.0,9.25,9.68,9.06,9.5,85149.0
CNCR,CNCR:US,BBG00B55D0W8,2017-02-27,22.28,23.44,22.28,23.44,16708.0,0.0,1.0,22.28,23.44,22.28,23.44,16708.0
CNET,CNET:US,BBG000KBG7Z1,2017-02-27,1.29,1.32,1.2401,1.2801,14008.0,0.0,1.0,1.29,1.32,1.2401,1.2801,14008.0
CNFR,CNFR:US,BBG007N6V6Y0,2017-02-27,7.2709,7.2709,7.25,7.25,1041.0,0.0,1.0,7.2709,7.2709,7.25,7.25,1041.0
CNIT,CNIT:UW,BBG000PW7GZ0,2017-02-27,0.8201,0.8392,0.79,0.82,35179.0,0.0,1.0,0.8201,0.8392,0.79,0.82,35179.0
CNMD,CNMD:UW,BBG000BG0581,2017-02-27,42.63,42.82,42.25,42.46,131873.0,0.0,1.0,42.2618791499706,42.4502384518353,41.8851605462411,42.093347143039,131873.0
CNOB,CNOB:UW,BBG000BD2PK8,2017-02-27,25.65,25.8,25.45,25.6,95638.0,0.0,1.0,25.4847507490769,25.6337843791884,25.2860392422615,25.435072872373,95638.0
CNSL,CNSL:UW,BBG000B9Z3X6,2017-02-27,23.0,23.68,22.92,23.67,691815.0,0.0,1.0,22.1805471703744,22.8363198693246,22.1033974410861,22.8266761531635,691815.0
CNTF,CNTF:UW,BBG000FZDV84,2017-02-27,1.73,1.74,1.72,1.74,5938.0,0.0,1.0,1.73,1.74,1.72,1.74,5938.0
CNTY,CNTY:US,BBG000BMXYT6,2017-02-27,7.0,7.1,6.95,7.0,59161.0,0.0,1.0,7.0,7.1,6.95,7.0,59161.0
CNV,CNV:UW,BBG006LHYGJ2,2017-02-27,5.34,5.34,5.27,5.27,5172.0,0.0,1.0,5.34,5.34,5.27,5.27,5172.0
CNXN,CNXN:UW,BBG000BX7FW8,2017-02-27,27.09,27.145,26.65,26.89,45054.0,0.0,1.0,27.09,27.145,26.65,26.89,45054.0
CNXR,CNXR:US,BBG000K7M2L9,2017-02-27,2.03,2.23,2.02,2.1,26485.0,0.0,1.0,2.03,2.23,2.02,2.1,26485.0
COBZ,COBZ:UW,BBG000BPMRW2,2017-02-27,17.41,17.54,17.29,17.35,67496.0,0.0,1.0,17.3063143098116,17.4355400915621,17.1870289728112,17.2466716413114,67496.0
COGT,COGT:US,BBG000TWSVB6,2017-02-27,3.5,3.65,3.45,3.65,118464.0,0.0,1.0,3.5,3.65,3.45,3.65,118464.0
COHR,COHR:UW,BBG000BG1QF6,2017-02-27,186.87,187.7838,184.64,187.0,193862.0,0.0,1.0,186.87,187.7838,184.64,187.0,193862.0
COHU,COHU:UW,BBG000DKMTR3,2017-02-27,17.0,17.26,16.79,17.13,558621.0,0.0,1.0,16.942209631728,17.2013257790368,16.7329235127479,17.0717677053824,558621.0
COKE,COKE:UW,BBG000BG2259,2017-02-27,177.74,178.284,175.02,176.4,30733.0,0.0,1.0,177.343679909244,177.886466912004,174.629744895442,176.006667806856,30733.0
COLB,COLB:UW,BBG000CTH780,2017-02-27,40.73,41.03,40.45,40.87,284436.0,0.0,1.0,40.5096754364396,40.8080526186378,40.231190066388,40.6489181214655,284436.0
COLL,COLL:UW,BBG008G2NTG4,2017-02-27,14.05,14.31,13.6,14.0,629348.0,0.0,1.0,14.05,14.31,13.6,14.0,629348.0
COLM,COLM:UW,BBG000BKL160,2017-02-27,55.72,56.95,55.72,56.71,384614.0,0.0,1.0,55.3547880283046,56.5767260985633,55.3547880283046,56.338299158025,384614.0
COMM,COMM:UW,BBG004XQW3W0,2017-02-27,37.2,38.0,37.2,37.97,2272801.0,0.0,1.0,37.2,38.0,37.2,37.97,2272801.0
COMT,COMT:US,BBG0079TF255,2017-02-27,34.26,34.57,34.26,34.4,13843.0,0.0,1.0,34.1665390233357,34.4756933460804,34.1665390233357,34.3061571045752,13843.0
CONE,CONE:UW,BBG0038V5W82,2017-02-27,50.19,50.61,49.68,50.13,3384153.0,0.0,1.0,49.4120986951501,49.8255890607999,48.9100032511468,49.3530286429144,3384153.0
CONN,CONN:UW,BBG000BRWQZ6,2017-02-27,9.55,10.3,9.5,9.95,476559.0,0.0,1.0,9.55,10.3,9.5,9.95,476559.0
COOL,COOL:US,BBG000BK69X0,2017-02-27,6.93,7.15,6.32,6.45,169221.0,0.0,1.0,6.93,7.15,6.32,6.45,169221.0
CORE,CORE:UW,BBG000QT3NR4,2017-02-27,33.16,33.66,32.82,33.06,369589.0,0.0,1.0,32.9800783026853,33.4773653699755,32.6419230969279,32.8806208892272,369589.0
