RESULT_COUNT: 3074,PAGE_SIZE: 10000,CURRENT_PAGE: 1,TOTAL_PAGES: 1,API_CALL_CREDITS: 1
TICKER,FIGI_TICKER,FIGI,DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,EX_DIVIDEND,SPLIT_RATIO,ADJ_OPEN,ADJ_HIGH,ADJ_LOW,ADJ_CLOSE,ADJ_VOLUME
LPNT,LPNT:UW,BBG000BC1HB9,2017-02-27,64.05,64.75,63.85,64.5,482075.0,0.0,1.0,64.05,64.75,63.85,64.5,482075.0
LPSN,LPSN:UW,BBG000BSV8Q5,2017-02-27,7.05,7.125,7.0,7.05,192469.0,0.0,1.0,7.05,7.125,7.0,7.05,192469.0
LPTH,LPTH:US,BBG000M6G940,2017-02-27,2.36,2.48,2.29,2.46,1055337.0,0.0,1.0,2.36,2.48,2.29,2.46,1055337.0
LPTX,LPTX:US,BBG00DQ929W6,2017-02-27,6.94,7.07,6.81,7.07,9005.0,0.0,1.0,6.94,7.07,6.81,7.07,9005.0
LQDT,LQDT:UW,BBG000QXXTR9,2017-02-27,8.2,8.5,8.15,8.2,145263.0,0.0,1.0,8.2,8.5,8.15,8.2,145263.0
LRAD,LRAD:US,BBG000CV6M39,2017-02-27,1.63,1.69,1.61,1.67,13891.0,0.0,1.0,1.63,1.69,1.61,1.67,13891.0
LRCX,LRCX:UW,BBG000BNFW27,2017-02-27,118.27,119.4,117.77,119.29,1631259.0,0.0,1.0,117.492196331425,118.614764876741,116.99548458571,118.505488292684,1631259.0
LSBK,LSBK:US,BBG000M2RGF9,2017-02-27,15.8,15.8,15.42,15.8,2799.0,0.0,1.0,15.7194904458599,15.7194904458599,15.3414267515924,15.7194904458599,2799.0
LSCC,LSCC:UW,BBG000C2DFZ5,2017-02-27,6.99,7.04,6.96,7.04,873717.0,0.0,1.0,6.99,7.04,6.96,7.04,873717.0
LSTR,LSTR:UW,BBG000BB2YV1,2017-02-27,87.75,88.8,87.4,88.75,310450.0,0.0,1.0,87.6552375809935,88.7041036717062,87.3056155507559,88.6541576673866,310450.0
LSXMA,LSXMA:UW,BBG00BFHD8N4,2017-02-27,39.01,39.41,39.01,39.35,200362.0,0.0,1.0,39.01,39.41,39.01,39.35,200362.0
LSXMB,LSXMB:UW,BBG00BFHD9G0,2017-02-27,41.2,41.2,41.2,41.2,511.0,0.0,1.0,41.2,41.2,41.2,41.2,511.0
LSXMK,LSXMK:UW,BBG00BFHDBC9,2017-02-27,38.87,39.21,38.7901,39.19,301011.0,0.0,1.0,38.87,39.21,38.7901,39.19,301011.0
LTBR,LTBR:US,BBG000DDGCT1,2017-02-27,1.02,1.05,1.02,1.05,47006.0,0.0,1.0,1.02,1.05,1.02,1.05,47006.0
LTEA,LTEA:US,BBG008HKKHP2,2017-02-27,4.15,4.29,4.06,4.14,40305.0,0.0,1.0,4.15,4.29,4.06,4.14,40305.0
LTRPA,LTRPA:UW,BBG005DKMJS3,2017-02-27,14.1,14.25,13.75,14.15,685485.0,0.0,1.0,14.1,14.25,13.75,14.15,685485.0
LTRX,LTRX:US,BBG000BW4GK4,2017-02-27,2.49,2.57,2.46,2.56,200602.0,0.0,1.0,2.49,2.57,2.46,2.56,200602.0
LTXB,LTXB:UW,BBG000P35KH7,2017-02-27,43.11,43.5,42.75,43.48,190491.0,0.0,1.0,42.7745665601937,43.1615320196805,42.4173676745136,43.1416876371427,190491.0
LULU,LULU:UW,BBG000R903D9,2017-02-27,65.38,66.79,65.32,66.43,1205178.0,0.0,1.0,65.38,66.79,65.32,66.43,1205178.0
LUNA,LUNA:US,BBG000GP4ZR5,2017-02-27,1.79,1.86,1.7601,1.85,56939.0,0.0,1.0,1.79,1.86,1.7601,1.85,56939.0
LVHD,LVHD:US,BBG00BRDT826,2017-02-27,30.07,30.07,29.9,29.9855,14034.0,0.0,1.0,30.07,30.07,29.9,29.9855,14034.0
LVNTA,LVNTA:UW,BBG0038K9GQ7,2017-02-27,43.86,44.17,43.61,44.09,350713.0,0.0,1.0,43.86,44.17,43.61,44.09,350713.0
LWAY,LWAY:US,BBG000BNJTC9,2017-02-27,11.05,11.3,10.7501,10.78,12898.0,0.0,1.0,11.05,11.3,10.7501,10.78,12898.0
LXRX,LXRX:UW,BBG000BQ8DB0,2017-02-27,15.8,16.5302,15.7763,16.45,1158255.0,0.0,1.0,15.8,16.5302,15.7763,16.45,1158255.0
LYTS,LYTS:UW,BBG000BNKZG9,2017-02-27,10.22,10.22,9.9,10.1,57229.0,0.0,1.0,10.1634108527132,10.1634108527132,9.84518272425249,10.0440753045404,57229.0
MACK,MACK:US,BBG000CQXS37,2017-02-27,3.0,3.17,3.0,3.16,2158037.0,0.0,1.0,3.0,3.17,3.0,3.16,2158037.0
MACQW,MACQW:US,BBG00F8Z1JB5,2017-02-27,0.3499,0.3499,0.3499,0.3499,100.0,0.0,1.0,0.3499,0.3499,0.3499,0.3499,100.0
MAGS,MAGS:US,BBG000BLSDQ3,2017-02-27,6.5,6.72,6.36,6.43,105152.0,0.0,1.0,6.5,6.72,6.36,6.43,105152.0
MAMS,MAMS:US,BBG000BZJY40,2017-02-27,6.75,6.75,6.25,6.4,41382.0,0.0,1.0,6.75,6.75,6.25,6.4,41382.0
MANH,MANH:UW,BBG000BFVKN9,2017-02-27,50.89,51.04,50.72,50.9,414625.0,0.0,1.0,50.89,51.04,50.72,50.9,414625.0
MANT,MANT:UW,BBG000BGFQ25,2017-02-27,36.87,36.87,36.34,36.73,165809.0,0.0,1.0,36.463352171043,36.463352171043,35.9391976646516,36.3248962636944,165809.0
MAR,MAR:UW,BBG000BGDJN0,2017-02-27,86.97,87.65,86.75,87.45,1885192.0,0.0,1.0,86.6898350253807,87.3676444748145,86.4705437329168,87.1682887543928,1885192.0
MARA,MARA:US,BBG001K7WBT8,2017-02-27,1.38,1.46,1.35,1.37,230460.0,0.0,1.0,1.38,1.46,1.35,1.37,230460.0
MARK,MARK:US,BBG000PDGBB9,2017-02-27,2.99,3.13,2.9,2.92,37051.0,0.0,1.0,2.99,3.13,2.9,2.92,37051.0
MARPS,MARPS:US,BBG000BNN8V9,2017-02-27,4.81,5.1,4.81,5.1,677.0,0.0,1.0,4.81,5.1,4.81,5.1,677.0
MASI,MASI:UW,BBG000C3WB54,2017-02-27,89.03,90.48,88.5,90.19,1530695.0,0.0,1.0,89.03,90.48,88.5,90.19,1530695.0
MAT,MAT:UW,BBG000BNP6W0,2017-02-27,25.66,26.12,25.48,26.0,5490723.0,0.0,1.0,25.2274001774623,25.6796450754215,25.0504347826087,25.5616681455191,5490723.0
MATR,MATR:US,BBG000BQCDG0,2017-02-27,3.5,3.775,3.5,3.75,66157.0,0.0,1.0,3.5,3.775,3.5,3.75,66157.0
MATW,MATW:UW,BBG000CJW1N1,2017-02-27,67.5,68.15,67.156,68.0,82966.0,0.0,1.0,67.164716191801,67.8114875329072,66.8224248974309,67.6622326080365,82966.0
MAYS,MAYS:US,BBG000BNQ882,2017-02-27,41.5,41.5,41.5,41.5,160.0,0.0,1.0,41.5,41.5,41.5,41.5,160.0
MB,MB:US,BBG000QB85P9,2017-02-27,25.8,27.2,25.65,27.05,537879.0,0.0,1.0,25.8,27.2,25.65,27.05,537879.0
MBCN,MBCN:US,BBG000BTQQK5,2017-02-27,41.0,41.0,40.95,40.95,431.0,0.0,1.0,40.7960199004975,40.7960199004975,40.7462686567164,40.7462686567164,431.0
MBFI,MBFI:UW,BBG000K7ZW20,2017-02-27,45.4,45.72,45.1,45.64,367088.0,0.0,1.0,44.9963078325119,45.313462425164,44.6989754019006,45.234173777001,367088.0
MBFIP,MBFIP:UW,,2017-02-27,26.4938,26.4938,26.4938,26.4938,144.0,0.0,1.0,26.4938,26.4938,26.4938,26.4938,144.0
MBII,MBII:US,BBG001QMD5L1,2017-02-27,2.03,2.06,1.9501,2.06,11662.0,0.0,1.0,2.03,2.06,1.9501,2.06,11662.0
MBOT,MBOT:US,BBG000HPJ656,2017-02-27,5.96,6.09,5.7,5.8,286793.0,0.0,1.0,5.96,6.09,5.7,5.8,286793.0
MBRG,MBRG:UW,BBG000FTDSM9,2017-02-27,35.76,35.9,35.61,35.7,5981.0,0.0,1.0,35.6386214099217,35.7781462140992,35.4891305483029,35.5788250652742,5981.0
MBRX,MBRX:US,BBG00B9T47L9,2017-02-27,1.03,1.21,1.0,1.2,560309.0,0.0,1.0,1.03,1.21,1.0,1.2,560309.0
MBSD,MBSD:US,BBG0072GFT15,2017-02-27,24.1731,24.1731,24.12,24.12,459.0,0.0,1.0,23.8427812083172,23.8427812083172,23.7904068052758,23.7904068052758,459.0
MBTF,MBTF:UW,BBG000FPKQB5,2017-02-27,10.9,11.05,10.75,10.9,68623.0,0.0,1.0,10.8515555555556,11.0008888888889,10.7022222222222,10.8515555555556,68623.0
MBUU,MBUU:US,BBG005PXTR70,2017-02-27,20.8,21.22,20.6,20.91,172711.0,0.0,1.0,20.8,21.22,20.6,20.91,172711.0
MBVT,MBVT:UW,BBG000BNRQP2,2017-02-27,51.85,52.2,51.75,52.2,18842.0,0.0,1.0,51.5635359116022,51.9116022099448,51.4640883977901,51.9116022099448,18842.0
MBVX,MBVX:US,BBG000F4LDY5,2017-02-27,3.08,3.1999,2.95,3.09,48422.0,0.0,1.0,3.08,3.1999,2.95,3.09,48422.0
MBWM,MBWM:UW,BBG000BP35N1,2017-02-27,33.445,33.77,33.425,33.51,19436.0,0.0,1.0,33.0732185209928,33.3946057543407,33.0534408450944,33.1374959676624,19436.0
MCBC,MCBC:UW,BBG000BHY109,2017-02-27,10.2,10.32,10.19,10.21,27626.0,0.0,1.0,10.1581967213115,10.2777049180328,10.148237704918,10.1681557377049,27626.0
MCEF,MCEF:US,BBG00DX33JB1,2017-02-27,18.57,18.57,18.57,18.57,17.0,0.0,1.0,18.2770998895013,18.2770998895013,18.2770998895013,18.2770998895013,17.0
MCEP,MCEP:UW,BBG001ZSNTB6,2017-02-27,2.65,2.71,2.6,2.68,43341.0,0.0,1.0,2.65,2.71,2.6,2.68,43341.0
MCFT,MCFT:US,BBG002ZYLPN8,2017-02-27,14.89,15.09,14.88,14.96,75493.0,0.0,1.0,14.89,15.09,14.88,14.96,75493.0
MCHI,MCHI:US,BBG001LRJJH4,2017-02-27,48.8,48.97,48.75,48.95,1167877.0,0.0,1.0,48.8,48.97,48.75,48.95,1167877.0
MCHP,MCHP:UW,BBG000BHD1P5,2017-02-27,72.71,73.15,72.42,73.13,3338946.0,0.0,1.0,72.3836506645642,72.8216757820502,72.0949522916757,72.8017655494372,3338946.0
MCHX,MCHX:UW,BBG000GF5413,2017-02-27,2.66,2.66,2.54,2.6,209878.0,0.0,1.0,2.66,2.66,2.54,2.6,209878.0
MCRB,MCRB:UW,BBG0099X68R5,2017-02-27,9.07,9.75,9.07,9.71,220392.0,0.0,1.0,9.07,9.75,9.07,9.71,220392.0
MCRI,MCRI:UW,BBG000BJ0NL1,2017-02-27,26.65,26.65,25.9,26.12,41077.0,0.0,1.0,26.65,26.65,25.9,26.12,41077.0
MDCA,MDCA:UW,BBG000G06QL4,2017-02-27,9.55,9.65,8.45,8.85,745478.0,0.0,1.0,9.55,9.65,8.45,8.85,745478.0
MDCO,MDCO:UW,BBG000DX6TV8,2017-02-27,52.26,53.365,51.74,53.22,2008844.0,0.0,1.0,52.26,53.365,51.74,53.22,2008844.0
MDGL,MDGL:US,BBG000QS6NV8,2017-02-27,15.61,15.61,15.31,15.6,4606.0,0.0,1.0,15.61,15.61,15.31,15.6,4606.0
MDGS,MDGS:US,BBG008QPWDD0,2017-02-27,0.6001,0.69,0.6001,0.69,84003.0,0.0,1.0,6.001,6.9,6.001,6.9,8400.3
MDIV,MDIV:US,BBG00393LWB1,2017-02-27,19.75,19.78,19.7,19.73,135221.0,0.0,1.0,19.3214118202791,19.3507608002592,19.2724968536454,19.3018458336256,135221.0
MDLZ,MDLZ:UW,BBG000D4M6H0,2017-02-27,44.74,44.75,43.73,43.77,9277306.0,0.0,1.0,44.3551809648143,44.3650949525132,43.3538682072269,43.3935241580224,9277306.0
MDRX,MDRX:UW,BBG000BLF815,2017-02-27,12.01,12.24,11.89,12.22,1632544.0,0.0,1.0,12.01,12.24,11.89,12.22,1632544.0
MDSO,MDSO:UW,BBG000VCQVQ3,2017-02-27,55.2,56.69,54.36,56.59,479503.0,0.0,1.0,55.2,56.69,54.36,56.59,479503.0
MDSY,MDSY:UW,BBG000C4MMT3,2017-02-27,1.01,1.03,0.93,0.93,33658.0,0.0,1.0,1.01,1.03,0.93,0.93,33658.0
MDVX,MDVX:US,BBG0081J2WN1,2017-02-27,1.23,1.34,1.22,1.3,58758.0,0.0,1.0,1.23,1.34,1.22,1.3,58758.0
MDVXW,MDVXW:US,BBG0081J35R5,2017-02-27,0.1,0.18,0.1,0.1415,30003.0,0.0,1.0,0.1,0.18,0.1,0.1415,30003.0
MDWD,MDWD:US,BBG005ZPKRQ4,2017-02-27,5.949,5.949,5.8,5.849,4595.0,0.0,1.0,5.949,5.949,5.8,5.849,4595.0
MDXG,MDXG:US,BBG000RJ6FL5,2017-02-27,7.93,8.43,7.93,8.41,1241661.0,0.0,1.0,7.93,8.43,7.93,8.41,1241661.0
MEDP,MEDP:UW,BBG00D6TMHS9,2017-02-27,35.99,36.48,35.65,36.38,217077.0,0.0,1.0,35.99,36.48,35.65,36.38,217077.0
MEET,MEET:US,BBG000CVSSK3,2017-02-27,4.9,4.935,4.84,4.88,956653.0,0.0,1.0,4.9,4.935,4.84,4.88,956653.0
MEIP,MEIP:US,BBG000BSGT68,2017-02-27,1.72,1.72,1.68,1.71,312172.0,0.0,1.0,1.72,1.72,1.68,1.71,312172.0
MELI,MELI:UW,BBG000GQQT02,2017-02-27,208.03,208.83,204.145,208.23,481297.0,0.0,1.0,207.767018398773,208.56600707694,203.886929630426,207.966765568315,481297.0
MELR,MELR:US,BBG0064P7SW2,2017-02-27,17.3001,17.3001,16.9107,16.9264,1880.0,0.0,1.0,17.3001,17.3001,16.9107,16.9264,1880.0
MEMP,MEMP:UW,BBG001S3DFZ4,2017-02-27,0.16,0.1656,0.151,0.152,845835.0,0.0,1.0,0.16,0.1656,0.151,0.152,845835.0
MENT,MENT:UW,BBG000BNXZ93,2017-02-27,37.05,37.1,37.05,37.09,8228516.0,0.0,1.0,36.9950963222417,37.0450222282096,36.9950963222417,37.035037047016,8228516.0
MEOH,MEOH:UW,BBG000C16WM2,2017-02-27,52.3,53.35,51.775,52.4,1244715.0,0.0,1.0,51.621566147417,52.657945582499,51.103376429876,51.7202689507581,1244715.0
MERC,MERC:UW,BBG000CDP0T8,2017-02-27,12.1,12.5,11.95,12.2,262909.0,0.0,1.0,11.8630771738755,12.2552450143342,11.7160142337034,11.9611191339901,262909.0
MESO,MESO:UW,BBG000QD6X30,2017-02-27,6.56,6.57,6.17,6.4728,23515.0,0.0,1.0,6.56,6.57,6.17,6.4728,23515.0
METC,METC:UW,BBG00FP308Q6,2017-02-27,10.87,11.11,10.75,10.89,124627.0,0.0,1.0,10.87,11.11,10.75,10.89,124627.0
MFIN,MFIN:UW,BBG000GPQPX6,2017-02-27,2.32,2.32,2.25,2.26,171707.0,0.0,1.0,2.32,2.32,2.25,2.26,171707.0
MFINL,MFINL:UW,BBG00CNX1664,2017-02-27,15.53,15.53,15.53,15.53,200.0,0.0,1.0,15.53,15.53,15.53,15.53,200.0
MFNC,MFNC:US,BBG000BD9VL7,2017-02-27,13.5,13.5,13.321,13.5,933.0,0.0,1.0,13.2652005058988,13.2652005058988,13.089313773265,13.2652005058988,933.0
MFSF,MFSF:US,BBG000BNBC52,2017-02-27,31.95,32.64,31.45,31.8,19745.0,0.0,1.0,31.6386209403172,32.3218963221269,31.1434938520494,31.4900828138369,19745.0
MGCD,MGCD:US,BBG000J9B3Q2,2017-02-27,9.45,9.85,9.45,9.85,10315.0,0.0,1.0,9.45,9.85,9.45,9.85,10315.0
MGEE,MGEE:UW,BBG000JNX2J7,2017-02-27,64.35,64.85,63.555,64.7,133417.0,0.3075,1.0,64.0460776408248,64.5437161617325,63.2548323925815,64.3944246054602,133417.0
MGEN,MGEN:US,BBG002H242Z5,2017-02-27,14.22,14.22,13.4001,13.95,20084.0,0.0,1.0,14.22,14.22,13.4001,13.95,20084.0
MGI,MGI:UW,BBG000Q02ZM6,2017-02-27,12.73,12.805,12.73,12.78,251271.0,0.0,1.0,12.73,12.805,12.73,12.78,251271.0
MGIC,MGIC:UW,BBG000G4KP41,2017-02-27,7.65,7.7,7.55,7.65,13315.0,0.0,1.0,7.65,7.7,7.55,7.65,13315.0
MGLN,MGLN:UW,BBG000BD6QL1,2017-02-27,74.15,74.325,68.15,70.2,407217.0,0.0,1.0,74.15,74.325,68.15,70.2,407217.0
MGNX,MGNX:UW,BBG0057K7ZX5,2017-02-27,19.6,21.12,19.6,20.92,322195.0,0.0,1.0,19.6,21.12,19.6,20.92,322195.0
MGPI,MGPI:UW,BBG000BXKK70,2017-02-27,43.765,44.36,43.1,44.17,71861.0,0.04,1.0,43.7325394029297,44.3270980901168,43.0680326348971,44.1372390135361,71861.0
MGRC,MGRC:UW,BBG000BP0HP6,2017-02-27,37.95,38.38,37.86,37.95,84810.0,0.0,1.0,37.3751708830998,37.7986576678095,37.2865341142071,37.3751708830998,84810.0
MGYR,MGYR:US,BBG000BQD095,2017-02-27,13.5,13.5,13.5,13.5,200.0,0.0,1.0,13.5,13.5,13.5,13.5,200.0
MHLD,MHLD:UW,BBG000VHR0D3,2017-02-27,16.4,16.6,16.375,16.5,399267.0,0.0,1.0,16.0104848950413,16.2057347108345,15.9860786680672,16.1081098029379,399267.0
MICT,MICT:US,BBG000LRBVR6,2017-02-27,1.34,1.34,1.22,1.25,27583.0,0.0,1.0,1.34,1.34,1.22,1.25,27583.0
MICTW,MICTW:US,BBG004H0XGN5,2017-02-27,0.2066,0.2431,0.19,0.2018,75386.0,0.0,1.0,0.2066,0.2431,0.19,0.2018,75386.0
MIDD,MIDD:UW,BBG000DQNNX5,2017-02-27,138.61,139.77,138.38,139.0,524558.0,0.0,1.0,138.61,139.77,138.38,139.0,524558.0
MIK,MIK:UW,BBG005QRV7T9,2017-02-27,21.0,21.15,20.4969,20.73,2206240.0,0.0,1.0,21.0,21.15,20.4969,20.73,2206240.0
MILN,MILN:US,BBG00CV462W4,2017-02-27,16.5155,16.5899,16.5001,16.5301,2160.0,0.0,1.0,16.5155,16.5899,16.5001,16.5301,2160.0
MIME,MIME:UW,BBG00B6W27J0,2017-02-27,20.42,20.5,19.85,19.94,137754.0,0.0,1.0,20.42,20.5,19.85,19.94,137754.0
MIND,MIND:UW,BBG000BCL1V0,2017-02-27,4.72,4.81,4.67,4.79,10431.0,0.0,1.0,4.72,4.81,4.67,4.79,10431.0
MINDP,MINDP:UW,,2017-02-27,24.0887,24.0887,24.0887,24.0887,100.0,0.0,1.0,24.0887,24.0887,24.0887,24.0887,100.0
MINI,MINI:UW,BBG000BGV7C8,2017-02-27,33.55,34.2,33.15,33.45,175062.0,0.227,1.0,33.2772943746195,33.9220109571383,32.8805457084542,33.1781072080782,175062.0
MIRN,MIRN:US,BBG000R33JD4,2017-02-27,2.23,2.31,2.17,2.31,26448.0,0.0,1.0,2.23,2.31,2.17,2.31,26448.0
MITK,MITK:US,BBG000BP3D45,2017-02-27,5.85,6.05,5.85,6.05,239857.0,0.0,1.0,5.85,6.05,5.85,6.05,239857.0
MITL,MITL:UW,BBG000R5WSN6,2017-02-27,6.82,6.84,6.7,6.75,688591.0,0.0,1.0,6.82,6.84,6.7,6.75,688591.0
MKSI,MKSI:UW,BBG000BVMR86,2017-02-27,66.7,67.25,66.4,66.85,484832.0,0.0,1.0,66.5542304089916,67.1030284108648,66.2548860443334,66.7039025913206,484832.0
MKTX,MKTX:UW,BBG000BJC7J6,2017-02-27,196.9,197.055,191.14,194.99,286196.0,0.0,1.0,196.552287686627,196.707013966929,190.802459463798,194.645660619682,286196.0
MLAB,MLAB:UW,BBG000BP42Y5,2017-02-27,125.59,127.4,125.53,126.97,7976.0,0.0,1.0,125.32,127.13,125.26,126.7,7967.42
MLCO,MLCO:UW,BBG000BHPL50,2017-02-27,16.03,16.305,16.0,16.13,2420846.0,0.0,1.0,15.9649255751015,16.2388092016238,15.9350473612991,16.0645196211096,2420846.0
MLHR,MLHR:UW,BBG000BP4HR0,2017-02-27,30.2,30.55,30.15,30.35,467750.0,0.0,1.0,28.91,29.25,28.86,29.06,452646.12
MLNK,MLNK:UW,BBG000BB12Q8,2017-02-27,1.6,1.6,1.45,1.46,196303.0,0.0,1.0,1.6,1.6,1.45,1.46,196303.0
MLNX,MLNX:UW,BBG000H1GQB1,2017-02-27,49.15,49.8,48.85,49.35,541672.0,0.0,1.0,49.15,49.8,48.85,49.35,541672.0
MLVF,MLVF:US,BBG000QJ3TG5,2017-02-27,21.0,21.0,20.7,21.0,4846.0,0.0,1.0,21.0,21.0,20.7,21.0,4846.0
MMAC,MMAC:US,BBG000BDMW76,2017-02-27,22.25,22.3,21.973,22.3,5746.0,0.0,1.0,22.25,22.3,21.973,22.3,5746.0
MMLP,MMLP:UW,BBG000NMLY07,2017-02-27,19.95,20.165,19.55,19.65,182545.0,0.0,1.0,19.4423664122137,19.6518956743003,19.0525445292621,19.15,182545.0
MMSI,MMSI:UW,BBG000C435Z4,2017-02-27,29.95,30.95,29.7265,30.85,661936.0,0.0,1.0,29.95,30.95,29.7265,30.85,661936.0
MMYT,MMYT:UW,BBG000BB3F78,2017-02-27,31.6,32.85,31.6,32.675,635536.0,0.0,1.0,31.6,32.85,31.6,32.675,635536.0
MNDO,MNDO:US,BBG000F3NBM2,2017-02-27,2.69,2.75,2.69,2.715,117919.0,0.0,1.0,2.39520547945205,2.4486301369863,2.39520547945205,2.41746575342466,117919.0
MNGA,MNGA:US,BBG000JCHY90,2017-02-27,0.4922,0.4995,0.472,0.4929,143664.0,0.0,1.0,4.922,4.995,4.72,4.929,14366.4
MNKD,MNKD:US,BBG000PPL3G9,2017-02-27,0.52,0.539,0.51,0.5228,1921789.0,0.0,1.0,2.6,2.695,2.55,2.614,384357.8
MNOV,MNOV:US,BBG000RDP030,2017-02-27,6.06,6.475,6.06,6.45,60384.0,0.0,1.0,6.06,6.475,6.06,6.45,60384.0
MNRO,MNRO:UW,BBG000C0C911,2017-02-27,58.45,59.25,58.4,58.75,150093.0,0.0,1.0,56.8,57.59,56.75,57.1,146874.9
MNST,MNST:UW,BBG008NVB1Y6,2017-02-27,43.31,43.45,41.895,42.09,4257839.0,0.0,1.0,43.31,43.45,41.895,42.09,4257839.0
MNTA,MNTA:UW,BBG000M5SWY5,2017-02-27,15.3,15.975,15.15,15.9,796158.0,0.0,1.0,15.3,15.975,15.15,15.9,796158.0
MNTX,MNTX:US,BBG000L96Q11,2017-02-27,7.63,8.29,7.5401,8.2,107719.0,0.0,1.0,7.63,8.29,7.5401,8.2,107719.0
MOBL,MOBL:UW,BBG0069GYJM8,2017-02-27,4.6,4.8,4.55,4.75,913019.0,0.0,1.0,4.6,4.8,4.55,4.75,913019.0
MOCO,MOCO:US,BBG000BP70P6,2017-02-27,20.0,20.0,19.749,19.85,12392.0,0.0,1.0,19.9200532978015,19.9200532978015,19.6700566289141,19.770652898068,12392.0
MOFG,MOFG:UW,BBG000BQW3T6,2017-02-27,37.5,37.8,36.59,37.37,21732.0,0.165,1.0,37.3187875237956,37.6173378239859,36.4131849465515,37.1894157270464,21732.0
MOMO,MOMO:UW,BBG007HTCRF3,2017-02-27,25.99,26.38,25.49,25.9,2603680.0,0.0,1.0,25.99,26.38,25.49,25.9,2603680.0
MORN,MORN:UW,BBG000CGRHM9,2017-02-27,81.23,81.97,80.77,81.62,62888.0,0.0,1.0,80.747951669825,81.4835602409892,80.2906814769391,81.1356372681412,62888.0
MOSY,MOSY:UW,BBG000BC94N7,2017-02-27,2.66,2.85,2.43,2.53,69323.0,0.0,1.0,2.66,2.85,2.43,2.53,69323.0
MOXC,MOXC:US,BBG001LWMD73,2017-02-27,3.23,3.23,3.03,3.05,8272.0,0.0,1.0,3.23,3.23,3.03,3.05,8272.0
MPAA,MPAA:UW,BBG000BJSC99,2017-02-27,28.41,28.72,28.14,28.62,115532.0,0.0,1.0,28.41,28.72,28.14,28.62,115532.0
MPB,MPB:US,BBG000BB7F65,2017-02-27,27.1,28.95,27.1,28.95,10748.0,0.0,1.0,26.9722625090645,28.813542422045,26.9722625090645,28.813542422045,10748.0
MPCT,MPCT:US,BBG00CRHS620,2017-02-27,49.9099,49.91,49.9099,49.91,704.0,0.0,1.0,49.9099,49.91,49.9099,49.91,704.0
MPVD,MPVD:UW,BBG000FRNZ91,2017-02-27,4.15,4.25,3.95,4.05,163149.0,0.0,1.0,4.15,4.25,3.95,4.05,163149.0
MPWR,MPWR:UW,BBG000C30VQ2,2017-02-27,88.95,89.11,88.185,89.1,413028.0,0.0,1.0,88.5778864362138,88.7372170919731,87.8160867383644,88.7272589259882,413028.0
MRAM,MRAM:US,BBG000N7MXY4,2017-02-27,10.19,10.19,9.79,9.87,16990.0,0.0,1.0,10.19,10.19,9.79,9.87,16990.0
MRCC,MRCC:UW,BBG001KFNKP4,2017-02-27,16.1,16.1,15.77,15.89,135597.0,0.0,1.0,15.3944031885613,15.3944031885613,15.0788657319014,15.1936066252323,135597.0
MRCY,MRCY:UW,BBG000BX5Q47,2017-02-27,37.59,38.1,37.23,37.94,906968.0,0.0,1.0,37.59,38.1,37.23,37.94,906968.0
MRDN,MRDN:US,BBG000JFYKL0,2017-02-27,2.94,3.0,2.78,3.0,3349.0,0.0,1.0,2.94,3.0,2.78,3.0,3349.0
MRLN,MRLN:UW,BBG000BN5VV8,2017-02-27,23.7,24.6,23.7,24.2,33051.0,0.0,1.0,23.5674920127796,24.4624600638978,23.5674920127796,24.064696485623,33051.0
MRNS,MRNS:US,BBG00253KMF6,2017-02-27,1.36,1.38,1.33,1.36,203112.0,0.0,1.0,1.36,1.38,1.33,1.36,203112.0
MRTN,MRTN:UW,BBG000BPDTK1,2017-02-27,24.5,24.8,24.3,24.7,165822.0,0.0,1.0,14.6711075066165,14.8507537209833,14.5513433637054,14.7908716495277,276370.0
MRTX,MRTX:US,BBG004TPGBP5,2017-02-27,5.6,6.0,5.45,5.95,133276.0,0.0,1.0,5.6,6.0,5.45,5.95,133276.0
MRUS,MRUS:US,BBG00B8LXMS5,2017-02-27,24.51,24.95,24.3354,24.75,16576.0,0.0,1.0,24.51,24.95,24.3354,24.75,16576.0
MRVC,MRVC:US,BBG000BGSJ54,2017-02-27,7.85,7.9,7.7,7.9,13394.0,0.0,1.0,7.85,7.9,7.7,7.9,13394.0
MRVL,MRVL:UW,BBG000BYX620,2017-02-27,16.02,16.04,15.8,16.02,5707965.0,0.0,1.0,15.8995120737496,15.9193616518691,15.6811667144346,15.8995120737496,5707965.0
MSBF,MSBF:US,BBG009DWJ4X0,2017-02-27,16.3,16.6499,16.15,16.6,21007.0,0.0,1.0,16.3,16.6499,16.15,16.6,21007.0
MSBI,MSBI:UW,BBG001PH69X0,2017-02-27,35.34,35.495,34.9,35.45,64822.0,0.0,1.0,35.1410135135135,35.2951407657658,34.703490990991,35.2503941441441,64822.0
MSCC,MSCC:UW,BBG000BPGLW2,2017-02-27,53.17,53.77,52.8,53.63,870256.0,0.0,1.0,53.17,53.77,52.8,53.63,870256.0
MSDI,MSDI:US,BBG00BDX4VX9,2017-02-27,1.47,1.47,1.42,1.44,58254.0,0.0,1.0,1.47,1.47,1.42,1.44,58254.0
MSEX,MSEX:UW,BBG000BPH0Z4,2017-02-27,37.28,37.749,37.0468,37.59,49506.0,0.0,1.0,37.0525926728027,37.5187317812669,36.8208151885941,37.3607016783974,49506.0
